#{"config": {"calib_path_resolved": "/Users/Andreas/Desktop/ptl24_marker/common/calib/calib_c920_1280x720.yaml", "cli_overrides": ["camera", "config", "debug_metrics", "ekf", "ema_alpha", "extrinsics", "fps", "height", "hud", "print_tilt", "rig", "save_poses", "use_weighted_se3", "video", "width"], "config_path": "/Users/Andreas/Desktop/ptl24_marker/phase_b/config.yaml", "extrinsics_path_resolved": "/Users/Andreas/Desktop/ptl24_marker/common/extrinsics/T_WC_c920_1280x720.yaml", "rig_path_resolved": "/Users/Andreas/Desktop/ptl24_marker/phase_b/rigs/cyl_dotec.yaml", "runtime": {"bench": {"print_every": 60}, "fuse": {"axis_len_m": 0.1, "ema_alpha": 0.25, "use_weighted_se3": true}, "health": {"max_tilt_jump_deg": 15.0, "spike_reset_after": 10}, "hud": {"enabled": true}, "logging": {"debug_metrics_csv": "phase_b/v2/debug_dotec_c920_720p_ekf_spike.csv", "poses_csv": "phase_b/v2/poses_dotec_c920_720p_ekf_spike.csv"}, "ransac": {"A_ref_px2": 12000.0, "adaptive": false, "base_rot_deg": 5.0, "base_trans_m": 0.05, "min_inliers": 3, "rot_max_deg": 5.0, "trans_max_m": 0.05}, "video": {"device": "0", "fps": 30.0, "height": 720, "width": 1280}}, "yaml": {"bench": {"print_every": 60}, "fuse": {"axis_len_m": 0.1, "ema_alpha": 0.3, "use_weighted_se3": true}, "health": {"max_tilt_jump_deg": 15}, "hud": {"enabled": true}, "logging": {"debug_metrics_csv": "phase_b/debug_metrics.csv", "poses_csv": "phase_b/poses.csv"}, "ransac": {"A_ref_px2": 12000, "adaptive": false, "base_rot_deg": 5, "base_trans_m": 0.05, "min_inliers": 3, "rot_max_deg": 5, "trans_max_m": 0.05}, "video": {"device": 2, "fps": 30, "height": 1080, "width": 1920}}}, "files": {"camera_calib": {"path": "/Users/Andreas/Desktop/ptl24_marker/common/calib/calib_c920_1280x720.yaml", "sha256": "573557a42826c5380bc3867f2f28b81a7f2be3c4fe86e1273e5a2173b39064b9"}, "config": {"path": "/Users/Andreas/Desktop/ptl24_marker/phase_b/config.yaml", "sha256": "9c664548f0c4998345c599764857540af456008cc4bf230d90b575c908eaec28"}, "extrinsics": {"path": "/Users/Andreas/Desktop/ptl24_marker/common/extrinsics/T_WC_c920_1280x720.yaml", "sha256": "277bbcc38f32afb31f41ecb04e2b07da41211799d8d67942ddf0073810bc1809"}, "rig": {"path": "/Users/Andreas/Desktop/ptl24_marker/phase_b/rigs/cyl_dotec.yaml", "sha256": "f0fd590bf211070dbb1b2c6b32f4041175f33703203978255bdee60a8b77b6ef"}}, "git_commit": null, "timestamp": 1766331856.024895}
t,fps,n_visible,n_inliers,mean_reproj,ransac_score,weight_min,weight_max,tilt_deg,mean_tag_area_px2,mean_view_cos,mean_reproj_px,ransac_trans_eff,ransac_rot_eff,n_unknown_ids,n_mirror_discards,spike_delta_trans_m,spike_delta_rot_deg,spike_trans_thresh_m,spike_rot_thresh_deg,spike_ref_age_frames,spike_ref_frame_idx
1766331863.611663,15.182,6,6,27.656,0.00000,0.052,0.312,84.718,602.3,0.6666,27.656,0.0500,5.000,0,0,,,,,,
1766331863.676458,15.299,6,6,27.616,0.00000,0.052,0.310,84.740,601.5,0.6675,27.616,0.0500,5.000,0,0,,,,,,
1766331863.744774,15.328,6,6,27.628,0.00000,0.052,0.312,84.744,601.9,0.6669,27.628,0.0500,5.000,0,0,,,,,,
1766331863.810818,14.789,6,6,27.650,0.00000,0.052,0.314,84.735,602.1,0.6663,27.650,0.0500,5.000,0,0,,,,,,
1766331863.876194,15.230,6,6,27.654,0.00000,0.053,0.313,84.735,602.1,0.6661,27.654,0.0500,5.000,0,0,,,,,,
1766331863.942055,15.254,6,6,27.643,0.00000,0.053,0.313,84.715,602.1,0.6663,27.643,0.0500,5.000,0,0,,,,,,
1766331864.007500,15.242,6,6,27.634,0.00000,0.053,0.311,84.735,601.8,0.6672,27.634,0.0500,5.000,0,0,,,,,,
1766331864.074558,15.041,6,6,27.643,0.00000,0.052,0.313,84.752,602.1,0.6668,27.643,0.0500,5.000,0,0,,,,,,
1766331864.141216,15.141,6,6,27.646,0.00000,0.053,0.313,84.749,601.9,0.6663,27.646,0.0500,5.000,0,0,,,,,,
1766331864.206472,15.148,6,6,27.635,0.00000,0.053,0.312,84.762,602.0,0.6667,27.635,0.0500,5.000,0,0,,,,,,
1766331864.272254,15.250,6,6,27.652,0.00000,0.053,0.315,84.756,601.7,0.6660,27.652,0.0500,5.000,0,0,,,,,,
1766331864.337893,15.036,6,6,27.639,0.00000,0.052,0.312,84.752,601.9,0.6669,27.639,0.0500,5.000,0,0,,,,,,
1766331864.405604,15.071,6,6,27.650,0.00000,0.053,0.312,84.769,602.1,0.6662,27.650,0.0500,5.000,0,0,,,,,,
1766331864.470998,15.309,6,6,27.643,0.00000,0.053,0.313,84.764,601.8,0.6661,27.643,0.0500,5.000,0,0,,,,,,
1766331864.533996,15.350,6,6,27.633,0.00000,0.053,0.313,84.769,601.8,0.6666,27.633,0.0500,5.000,0,0,,,,,,
1766331864.601961,15.156,6,6,27.654,0.00000,0.053,0.314,84.729,602.1,0.6662,27.654,0.0500,5.000,0,0,,,,,,
1766331864.669137,15.033,6,6,27.651,0.00000,0.052,0.313,84.730,601.9,0.6663,27.651,0.0500,5.000,0,0,,,,,,
1766331864.737421,15.132,6,6,27.628,0.00000,0.052,0.310,84.759,602.0,0.6674,27.628,0.0500,5.000,0,0,,,,,,
1766331864.803251,15.056,6,6,27.645,0.00000,0.052,0.312,84.770,602.0,0.6668,27.645,0.0500,5.000,0,0,,,,,,
1766331864.876686,15.022,6,6,27.649,0.00000,0.053,0.313,84.748,602.2,0.6660,27.649,0.0500,5.000,0,0,,,,,,
1766331864.961543,10.221,6,6,27.644,0.00000,0.052,0.311,84.752,602.0,0.6665,27.644,0.0500,5.000,0,0,,,,,,
1766331865.026835,15.195,6,6,27.646,0.00000,0.052,0.314,84.734,602.1,0.6661,27.646,0.0500,5.000,0,0,,,,,,
1766331865.101531,15.147,6,6,27.641,0.00000,0.052,0.314,84.729,601.9,0.6667,27.641,0.0500,5.000,0,0,,,,,,
1766331865.166512,15.000,6,6,27.646,0.00000,0.053,0.314,84.729,601.8,0.6660,27.646,0.0500,5.000,0,0,,,,,,
1766331865.253954,14.011,6,6,27.633,0.00000,0.053,0.312,84.766,601.7,0.6676,27.633,0.0500,5.000,0,0,,,,,,
1766331865.330032,10.758,6,6,27.636,0.00000,0.052,0.313,84.755,601.6,0.6666,27.636,0.0500,5.000,0,0,,,,,,
1766331865.394790,14.988,6,6,27.652,0.00000,0.052,0.313,84.764,602.3,0.6661,27.652,0.0500,5.000,0,0,,,,,,
1766331865.462756,14.966,6,6,27.643,0.00000,0.052,0.311,84.790,601.9,0.6668,27.643,0.0500,5.000,0,0,,,,,,
1766331865.528791,15.407,6,6,27.643,0.00000,0.053,0.314,84.753,601.9,0.6663,27.643,0.0500,5.000,0,0,,,,,,
1766331865.591812,15.230,6,6,27.652,0.00000,0.052,0.314,84.737,601.8,0.6658,27.652,0.0500,5.000,0,0,,,,,,
1766331865.657623,15.174,6,6,27.642,0.00000,0.052,0.312,84.754,601.9,0.6668,27.642,0.0500,5.000,0,0,,,,,,
1766331865.722998,15.098,6,6,27.644,0.00000,0.053,0.313,84.753,602.0,0.6666,27.644,0.0500,5.000,0,0,,,,,,
1766331865.787706,15.211,6,6,27.641,0.00000,0.053,0.314,84.721,602.0,0.6662,27.641,0.0500,5.000,0,0,,,,,,
1766331865.855561,15.045,6,6,27.648,0.00000,0.053,0.313,84.723,602.1,0.6670,27.648,0.0500,5.000,0,0,,,,,,
1766331865.927892,15.226,6,6,27.637,0.00000,0.052,0.312,84.737,601.7,0.6663,27.637,0.0500,5.000,0,0,,,,,,
1766331865.986511,15.222,6,6,27.646,0.00000,0.053,0.313,84.752,602.2,0.6658,27.646,0.0500,5.000,0,0,,,,,,
1766331866.052470,15.013,6,6,27.631,0.00000,0.052,0.312,84.767,601.8,0.6672,27.631,0.0500,5.000,0,0,,,,,,
1766331866.119823,15.147,6,6,27.646,0.00000,0.053,0.312,84.759,602.0,0.6667,27.646,0.0500,5.000,0,0,,,,,,
1766331866.186083,15.163,6,6,27.648,0.00000,0.052,0.312,84.736,602.1,0.6658,27.648,0.0500,5.000,0,0,,,,,,
1766331866.252289,15.131,6,6,27.653,0.00000,0.053,0.312,84.781,602.3,0.6665,27.653,0.0500,5.000,0,0,,,,,,
1766331866.316963,15.158,6,6,27.644,0.00000,0.052,0.313,84.775,601.9,0.6664,27.644,0.0500,5.000,0,0,,,,,,
1766331866.383975,15.118,6,6,27.648,0.00000,0.053,0.313,84.775,602.1,0.6669,27.648,0.0500,5.000,0,0,,,,,,
1766331866.450470,15.236,6,6,27.652,0.00000,0.053,0.314,84.792,601.9,0.6659,27.652,0.0500,5.000,0,0,,,,,,
1766331866.546987,10.122,6,6,27.648,0.00000,0.053,0.313,84.783,602.0,0.6665,27.648,0.0500,5.000,0,0,,,,,,
1766331866.613374,15.019,6,6,27.633,0.00000,0.052,0.310,84.795,602.0,0.6670,27.633,0.0500,5.000,0,0,,,,,,
1766331866.680333,14.938,6,6,27.642,0.00000,0.052,0.312,84.789,602.0,0.6670,27.642,0.0500,5.000,0,0,,,,,,
1766331866.748957,15.185,6,6,27.645,0.00000,0.053,0.312,84.776,602.2,0.6673,27.645,0.0500,5.000,0,0,,,,,,
1766331866.820015,15.090,6,6,27.651,0.00000,0.053,0.314,84.758,602.0,0.6659,27.651,0.0500,5.000,0,0,,,,,,
1766331866.882749,15.564,6,6,27.646,0.00000,0.052,0.313,84.732,602.2,0.6664,27.646,0.0500,5.000,0,0,,,,,,
1766331866.953556,15.067,6,6,27.641,0.00000,0.052,0.312,84.741,602.1,0.6671,27.641,0.0500,5.000,0,0,,,,,,
1766331867.040928,10.150,6,6,27.637,0.00000,0.053,0.313,84.750,602.1,0.6669,27.637,0.0500,5.000,0,0,,,,,,
1766331867.108644,14.826,6,6,27.651,0.00000,0.052,0.313,84.756,602.3,0.6664,27.651,0.0500,5.000,0,0,,,,,,
1766331867.175405,15.127,6,6,27.667,0.00000,0.053,0.314,84.745,602.3,0.6660,27.667,0.0500,5.000,0,0,,,,,,
1766331867.242230,15.138,6,6,27.658,0.00000,0.053,0.313,84.708,602.1,0.6661,27.658,0.0500,5.000,0,0,,,,,,
1766331867.308129,15.149,6,6,27.647,0.00000,0.053,0.311,84.732,602.1,0.6669,27.647,0.0500,5.000,0,0,,,,,,
1766331867.373187,15.433,6,6,27.636,0.00000,0.053,0.313,84.745,601.6,0.6665,27.636,0.0500,5.000,0,0,,,,,,
1766331867.440677,15.099,6,6,27.658,0.00000,0.053,0.314,84.755,602.0,0.6660,27.658,0.0500,5.000,0,0,,,,,,
1766331867.507104,14.918,6,6,27.646,0.00000,0.053,0.313,84.785,602.0,0.6664,27.646,0.0500,5.000,0,0,,,,,,
1766331867.573030,15.223,6,6,27.641,0.00000,0.053,0.314,84.773,601.9,0.6662,27.641,0.0500,5.000,0,0,,,,,,
1766331867.640335,15.230,6,6,27.651,0.00000,0.053,0.313,84.762,602.1,0.6658,27.651,0.0500,5.000,0,0,,,,,,
1766331867.704326,15.076,6,6,27.643,0.00000,0.053,0.312,84.754,601.8,0.6663,27.643,0.0500,5.000,0,0,,,,,,
1766331867.769744,15.123,6,6,27.650,0.00000,0.053,0.312,84.768,601.8,0.6663,27.650,0.0500,5.000,0,0,,,,,,
1766331867.838887,15.069,6,6,27.638,0.00000,0.053,0.313,84.756,602.2,0.6668,27.638,0.0500,5.000,0,0,,,,,,
1766331867.903446,15.150,6,6,27.637,0.00000,0.052,0.312,84.748,601.9,0.6666,27.637,0.0500,5.000,0,0,,,,,,
1766331867.967774,15.357,6,6,27.653,0.00000,0.053,0.313,84.755,602.2,0.6663,27.653,0.0500,5.000,0,0,,,,,,
1766331868.034891,14.886,6,6,27.647,0.00000,0.052,0.312,84.745,602.1,0.6669,27.647,0.0500,5.000,0,0,,,,,,
1766331868.102554,15.352,6,6,27.646,0.00000,0.052,0.314,84.708,602.1,0.6666,27.646,0.0500,5.000,0,0,,,,,,
1766331868.169729,15.170,6,6,27.646,0.00000,0.053,0.312,84.759,601.9,0.6667,27.646,0.0500,5.000,0,0,,,,,,
1766331868.237686,14.891,6,6,27.656,0.00000,0.052,0.314,84.764,602.3,0.6656,27.656,0.0500,5.000,0,0,,,,,,
1766331868.306620,15.078,6,6,27.648,0.00000,0.052,0.313,84.762,602.1,0.6668,27.648,0.0500,5.000,0,0,,,,,,
1766331868.429026,7.690,6,6,27.659,0.00000,0.052,0.312,84.756,602.1,0.6665,27.659,0.0500,5.000,0,0,,,,,,
1766331868.494447,15.350,6,6,27.634,0.00000,0.052,0.311,84.752,601.8,0.6666,27.634,0.0500,5.000,0,0,,,,,,
1766331868.560310,14.905,6,6,27.638,0.00000,0.053,0.312,84.763,601.9,0.6668,27.638,0.0500,5.000,0,0,,,,,,
1766331868.628057,15.343,6,6,27.646,0.00000,0.052,0.311,84.778,601.9,0.6666,27.646,0.0500,5.000,0,0,,,,,,
1766331868.696360,15.156,6,6,27.640,0.00000,0.052,0.311,84.793,601.7,0.6671,27.640,0.0500,5.000,0,0,,,,,,
1766331868.761465,15.153,6,6,27.659,0.00000,0.053,0.314,84.789,602.3,0.6657,27.659,0.0500,5.000,0,0,,,,,,
1766331868.826787,14.895,6,6,27.650,0.00000,0.053,0.313,84.778,602.1,0.6662,27.650,0.0500,5.000,0,0,,,,,,
1766331868.894116,14.975,6,6,27.661,0.00000,0.053,0.314,84.760,602.2,0.6659,27.661,0.0500,5.000,0,0,,,,,,
1766331868.960951,15.506,6,6,27.653,0.00000,0.053,0.313,84.779,602.1,0.6660,27.653,0.0500,5.000,0,0,,,,,,
1766331869.025102,14.743,6,6,27.657,0.00000,0.052,0.313,84.783,602.2,0.6665,27.657,0.0500,5.000,0,0,,,,,,
1766331869.090933,15.287,6,6,27.648,0.00000,0.053,0.311,84.783,602.4,0.6664,27.648,0.0500,5.000,0,0,,,,,,
1766331869.191568,10.178,6,6,27.641,0.00000,0.053,0.311,84.780,602.4,0.6670,27.641,0.0500,5.000,0,0,,,,,,
1766331869.288877,10.126,6,6,27.635,0.00000,0.052,0.312,84.789,601.9,0.6675,27.635,0.0500,5.000,0,0,,,,,,
1766331869.353217,15.161,6,6,27.649,0.00000,0.052,0.314,84.760,602.0,0.6662,27.649,0.0500,5.000,0,0,,,,,,
1766331869.419673,15.077,6,6,27.647,0.00000,0.052,0.311,84.778,602.1,0.6668,27.647,0.0500,5.000,0,0,,,,,,
1766331869.485641,15.087,6,6,27.653,0.00000,0.053,0.314,84.789,601.9,0.6658,27.653,0.0500,5.000,0,0,,,,,,
1766331869.553732,15.058,6,6,27.633,0.00000,0.052,0.311,84.794,601.9,0.6672,27.633,0.0500,5.000,0,0,,,,,,
1766331869.625469,15.485,6,6,27.650,0.00000,0.053,0.313,84.785,602.0,0.6661,27.650,0.0500,5.000,0,0,,,,,,
1766331869.688376,14.906,6,6,27.651,0.00000,0.052,0.314,84.756,602.2,0.6660,27.651,0.0500,5.000,0,0,,,,,,
1766331869.757618,15.110,6,6,27.648,0.00000,0.052,0.312,84.744,602.1,0.6669,27.648,0.0500,5.000,0,0,,,,,,
1766331869.845109,10.203,6,6,27.638,0.00000,0.053,0.312,84.755,602.3,0.6670,27.638,0.0500,5.000,0,0,,,,,,
1766331869.912892,14.897,6,6,27.647,0.00000,0.053,0.313,84.736,602.0,0.6664,27.647,0.0500,5.000,0,0,,,,,,
1766331869.979246,15.232,6,6,27.650,0.00000,0.053,0.313,84.717,601.9,0.6668,27.650,0.0500,5.000,0,0,,,,,,
1766331870.045938,14.951,6,6,27.659,0.00000,0.053,0.314,84.738,602.3,0.6658,27.659,0.0500,5.000,0,0,,,,,,
1766331870.113057,15.192,6,6,27.642,0.00000,0.053,0.314,84.680,601.8,0.6665,27.642,0.0500,5.000,0,0,,,,,,
1766331870.178111,15.116,6,6,27.642,0.00000,0.052,0.313,84.677,601.6,0.6666,27.642,0.0500,5.000,0,0,,,,,,
1766331870.243887,15.522,6,6,27.651,0.00000,0.052,0.313,84.694,601.9,0.6663,27.651,0.0500,5.000,0,0,,,,,,
1766331870.310361,15.215,6,6,27.654,0.00000,0.052,0.314,84.705,601.8,0.6665,27.654,0.0500,5.000,0,0,,,,,,
1766331870.376008,15.332,6,6,27.644,0.00000,0.053,0.312,84.711,602.0,0.6661,27.644,0.0500,5.000,0,0,,,,,,
1766331870.444904,15.149,6,6,27.642,0.00000,0.053,0.313,84.687,602.0,0.6664,27.642,0.0500,5.000,0,0,,,,,,
1766331870.506297,15.085,6,6,27.643,0.00000,0.052,0.312,84.692,602.0,0.6662,27.643,0.0500,5.000,0,0,,,,,,
1766331870.573524,15.115,6,6,27.645,0.00000,0.053,0.313,84.698,601.9,0.6665,27.645,0.0500,5.000,0,0,,,,,,
1766331870.639318,15.078,6,6,27.662,0.00000,0.053,0.315,84.712,602.3,0.6663,27.662,0.0500,5.000,0,0,,,,,,
1766331870.705819,15.104,6,6,27.651,0.00000,0.052,0.312,84.734,601.9,0.6662,27.651,0.0500,5.000,0,0,,,,,,
1766331870.773173,15.315,6,6,27.631,0.00000,0.052,0.311,84.755,601.9,0.6668,27.631,0.0500,5.000,0,0,,,,,,
1766331870.838784,14.978,6,6,27.643,0.00000,0.052,0.311,84.759,602.1,0.6667,27.643,0.0500,5.000,0,0,,,,,,
1766331870.905628,15.256,6,6,27.645,0.00000,0.053,0.313,84.776,602.0,0.6658,27.645,0.0500,5.000,0,0,,,,,,
1766331870.975534,15.155,6,6,27.645,0.00000,0.052,0.314,84.769,601.9,0.6659,27.645,0.0500,5.000,0,0,,,,,,
1766331871.036836,15.102,6,6,27.646,0.00000,0.052,0.312,84.751,602.1,0.6667,27.646,0.0500,5.000,0,0,,,,,,
1766331871.102396,15.223,6,6,27.645,0.00000,0.053,0.312,84.770,602.1,0.6666,27.645,0.0500,5.000,0,0,,,,,,
1766331871.169343,14.919,6,6,27.653,0.00000,0.053,0.313,84.787,601.9,0.6663,27.653,0.0500,5.000,0,0,,,,,,
1766331871.234227,15.226,6,6,27.643,0.00000,0.053,0.312,84.766,601.7,0.6661,27.643,0.0500,5.000,0,0,,,,,,
1766331871.301726,15.214,6,6,27.651,0.00000,0.052,0.314,84.744,602.0,0.6656,27.651,0.0500,5.000,0,0,,,,,,
1766331871.366395,15.106,6,6,27.644,0.00000,0.052,0.313,84.712,601.9,0.6661,27.644,0.0500,5.000,0,0,,,,,,
1766331871.433297,15.267,6,6,27.643,0.00000,0.053,0.312,84.715,602.1,0.6665,27.643,0.0500,5.000,0,0,,,,,,
1766331871.516544,15.103,6,6,27.651,0.00000,0.053,0.313,84.736,601.9,0.6663,27.651,0.0500,5.000,0,0,,,,,,
1766331871.620186,10.081,6,6,27.629,0.00000,0.053,0.312,84.754,601.9,0.6674,27.629,0.0500,5.000,0,0,,,,,,
1766331871.703742,10.141,6,6,27.638,0.00000,0.053,0.313,84.750,602.2,0.6665,27.638,0.0500,5.000,0,0,,,,,,
1766331871.771430,15.130,6,6,27.639,0.00000,0.052,0.311,84.786,602.1,0.6671,27.639,0.0500,5.000,0,0,,,,,,
1766331871.934963,6.048,6,6,27.639,0.00000,0.052,0.311,84.781,601.6,0.6664,27.639,0.0500,5.000,0,0,,,,,,
1766331871.995367,15.443,6,6,27.658,0.00000,0.052,0.312,84.775,602.3,0.6661,27.658,0.0500,5.000,0,0,,,,,,
1766331872.060615,14.892,6,6,27.637,0.00000,0.053,0.312,84.795,601.9,0.6669,27.637,0.0500,5.000,0,0,,,,,,
1766331872.125592,15.101,6,6,27.648,0.00000,0.052,0.313,84.767,601.7,0.6661,27.648,0.0500,5.000,0,0,,,,,,
1766331872.193411,15.201,6,6,27.642,0.00000,0.053,0.313,84.754,601.6,0.6658,27.642,0.0500,5.000,0,0,,,,,,
1766331872.274399,13.705,6,6,27.641,0.00000,0.053,0.312,84.783,601.8,0.6665,27.641,0.0500,5.000,0,0,,,,,,
1766331872.324874,17.025,6,6,27.643,0.00000,0.053,0.312,84.781,601.8,0.6665,27.643,0.0500,5.000,0,0,,,,,,
1766331872.392500,15.313,6,6,27.652,0.00000,0.053,0.314,84.801,602.1,0.6666,27.652,0.0500,5.000,0,0,,,,,,
1766331872.458394,15.021,6,6,27.656,0.00000,0.053,0.312,84.817,602.4,0.6666,27.656,0.0500,5.000,0,0,,,,,,
1766331872.522453,14.920,6,6,27.641,0.00000,0.053,0.313,84.800,601.9,0.6663,27.641,0.0500,5.000,0,0,,,,,,
1766331872.587539,15.216,6,6,27.649,0.00000,0.053,0.313,84.806,601.5,0.6664,27.649,0.0500,5.000,0,0,,,,,,
1766331872.654601,14.876,6,6,27.627,0.00000,0.053,0.310,84.796,601.7,0.6671,27.627,0.0500,5.000,0,0,,,,,,
