#{"config": {"calib_path_resolved": "/Users/Andreas/Desktop/ptl24_marker/common/calib/calib.yaml", "cli_overrides": ["adapt", "camera", "config", "debug_metrics", "ekf", "ema_alpha", "extrinsics", "fps", "height", "hud", "print_tilt", "ransac", "rig", "save_poses", "use_weighted_se3", "video", "width"], "config_path": "/Users/Andreas/Desktop/ptl24_marker/phase_b/config.yaml", "extrinsics_path_resolved": "/Users/Andreas/Desktop/ptl24_marker/common/extrinsics/T_WC.yaml", "rig_path_resolved": "/Users/Andreas/Desktop/ptl24_marker/phase_b/rigs/cyl_paper.yaml", "runtime": {"bench": {"print_every": 60}, "fuse": {"axis_len_m": 0.1, "ema_alpha": 0.25, "use_weighted_se3": true}, "health": {"max_tilt_jump_deg": 15.0}, "hud": {"enabled": true}, "logging": {"debug_metrics_csv": "phase_b/debug_metrics.csv", "poses_csv": "phase_b/v2/poses_v2_full.csv"}, "ransac": {"A_ref_px2": 12000.0, "adaptive": true, "base_rot_deg": 5.0, "base_trans_m": 0.05, "min_inliers": 3, "rot_max_deg": 5.0, "trans_max_m": 0.05}, "video": {"device": "0", "fps": 30.0, "height": 1080, "width": 1920}}, "yaml": {"bench": {"print_every": 60}, "fuse": {"axis_len_m": 0.1, "ema_alpha": 0.3, "use_weighted_se3": true}, "health": {"max_tilt_jump_deg": 15}, "hud": {"enabled": true}, "logging": {"debug_metrics_csv": "phase_b/debug_metrics.csv", "poses_csv": "phase_b/poses.csv"}, "ransac": {"A_ref_px2": 12000, "adaptive": false, "base_rot_deg": 5, "base_trans_m": 0.05, "min_inliers": 3, "rot_max_deg": 5, "trans_max_m": 0.05}, "video": {"device": 2, "fps": 30, "height": 1080, "width": 1920}}}, "files": {"camera_calib": {"path": "/Users/Andreas/Desktop/ptl24_marker/common/calib/calib.yaml", "sha256": "a3583ec3b05ec4397f74222c4802234f7ee960b25f93061cb951120e268bc42f"}, "config": {"path": "/Users/Andreas/Desktop/ptl24_marker/phase_b/config.yaml", "sha256": "9c664548f0c4998345c599764857540af456008cc4bf230d90b575c908eaec28"}, "extrinsics": {"path": "/Users/Andreas/Desktop/ptl24_marker/common/extrinsics/T_WC.yaml", "sha256": "fe24fb1afd868ebbf0d17c89865e0023b67ad83c862b7efdc4fab8598a079465"}, "rig": {"path": "/Users/Andreas/Desktop/ptl24_marker/phase_b/rigs/cyl_paper.yaml", "sha256": "e4048a572421f174e4670fbb51050d61e65957319f0f3d120df78c66f49c0a91"}}, "git_commit": null, "timestamp": 1764781077.070817}
timestamp,frame,used_ids,decision_margins,rvec_cam_x,rvec_cam_y,rvec_cam_z,tvec_cam_x,tvec_cam_y,tvec_cam_z,rvec_world_x,rvec_world_y,rvec_world_z,tvec_world_x,tvec_world_y,tvec_world_z,tilt_cam_deg,tilt_world_deg
1764782598.065855,25,101;105;109;200;201;202,98.127;91.248;95.287;80.651;86.046;76.286,-0.6174899538131883,1.097472056678489,1.9766480155888235,-0.31014535902478885,0.07168806690867413,0.29210347948487575,0.9891322905515385,-1.3021002671104862,-1.91244219730003,0.058173822706721084,-0.37364816885752533,-0.1971351712984541,59.353,76.392
1764782598.203155,26,101;105;109;200;201;202,98.136;90.854;94.648;80.304;87.407;77.168,-0.6176451694520321,1.0972571879198176,1.9748333601250003,-0.3103101470176044,0.07173219257514575,0.2923677817741853,0.9889549172984882,-1.3021438646170258,-1.9105393547165093,0.058733386756453065,-0.37405762623797195,-0.19683596927268154,59.370,76.419
1764782598.331671,27,101;105;109;200;201;202,97.167;91.539;94.057;80.503;86.910;78.012,-0.616966324096141,1.0976611123380087,1.9746671255821986,-0.31047730337508467,0.07138614373243238,0.29289643616369515,0.9882432110796303,-1.3025975287598002,-1.9105175779590304,0.05892397753600155,-0.37468010906353416,-0.19653342340073993,59.373,76.417
1764782598.473205,28,101;105;109;200;201;202,96.466;91.290;94.115;80.689;87.563;78.183,-0.6157159854689845,1.097918778570901,1.9740565978664062,-0.3107265353024623,0.07144163604942765,0.2933262436322972,0.986860658868702,-1.3029967994987899,-1.9101335298637554,0.05891769564037218,-0.37526849162940423,-0.19648349065906023,59.363,76.402
1764782598.601785,29,101;105;109;200;201;202,97.226;91.546;94.814;79.964;87.207;78.213,-0.6171180417753895,1.0978498703183772,1.9721566628533551,-0.31066859000867597,0.07157856526671358,0.293334443070096,0.9879497566242507,-1.3031400972115335,-1.9079282593463496,0.059690043832911086,-0.3752690409636786,-0.19616880240924786,59.413,76.469
1764782598.734061,30,101;105;109;200;201;202,97.635;90.796;94.734;81.144;88.140;77.449,-0.6164152856858092,1.098327247027037,1.9733178269228078,-0.3105171017674758,0.07126361232169018,0.29393723693840546,0.9874567246626613,-1.3034754621137719,-1.9092767566765996,0.05982985624942619,-0.37552319300945003,-0.19617910553081708,59.403,76.446
1764782598.866606,31,101;105;109;200;201;202,97.837;90.970;94.154;81.053;88.120;76.928,-0.6157160621036806,1.098551853676134,1.973507399042563,-0.3104312623329027,0.07113935509412073,0.2942858633644557,0.9867825583037356,-1.3037014261594784,-1.9096117685281115,0.05993291513528748,-0.37572294617576224,-0.19610617531653862,59.394,76.431
1764782599.009535,32,101;105;109;200;201;202,97.266;91.450;94.788;80.294;88.350;77.222,-0.615768787555888,1.0981024242242547,1.971197957108833,-0.3104861449145607,0.07146588237682602,0.2943337782287341,0.9864025772053227,-1.3035889104939578,-1.9072046217048322,0.06045180515306525,-0.3758787684661887,-0.19589470512986468,59.405,76.457
1764782599.139313,33,101;105;109;200;201;202,97.301;91.526;94.741;81.087;88.426;78.361,-0.6153578314847161,1.098346118303263,1.9711774079046238,-0.31048116232593836,0.07119907029644251,0.294597234044617,0.9859861904830884,-1.3038510767310352,-1.907273477203548,0.06056444770727841,-0.3761510522043124,-0.19563998781450237,59.406,76.454
1764782599.271727,34,101;105;109;200;201;202,96.991;91.861;94.898;81.178;87.321;76.944,-0.614651328193264,1.0985945429369777,1.9713278646972192,-0.310444884862115,0.07110361607561394,0.29471595049132854,0.9852982676328753,-1.304106520555748,-1.9075712266221012,0.060447573239023555,-0.3762787493521288,-0.19553732528732437,59.398,76.441
