#{"config": {"calib_path_resolved": "/Users/Andreas/Desktop/ptl24_marker/common/calib/calib.yaml", "cli_overrides": ["adapt", "bench_print_every", "camera", "config", "debug_metrics", "ekf", "ema_alpha", "extrinsics", "fps", "height", "hud", "max_tilt_jump_deg", "print_tilt", "ransac", "ransac_base_rot", "ransac_base_trans", "rig", "save_poses", "use_weighted_se3", "video", "width"], "config_path": "/Users/Andreas/Desktop/ptl24_marker/phase_b/config.yaml", "extrinsics_path_resolved": "/Users/Andreas/Desktop/ptl24_marker/common/extrinsics/T_WC.yaml", "rig_path_resolved": "/Users/Andreas/Desktop/ptl24_marker/phase_b/rigs/cyl_dotec.yaml", "runtime": {"bench": {"print_every": 60}, "fuse": {"axis_len_m": 0.1, "ema_alpha": 0.25, "use_weighted_se3": true}, "health": {"max_tilt_jump_deg": 80.0}, "hud": {"enabled": true}, "logging": {"debug_metrics_csv": "phase_b/v2/debug_dotec_fulltest.csv", "poses_csv": "phase_b/v2/poses_dotec_fulltest.csv"}, "ransac": {"A_ref_px2": 12000.0, "adaptive": true, "base_rot_deg": 5.0, "base_trans_m": 0.05, "min_inliers": 3, "rot_max_deg": 5.0, "trans_max_m": 0.05}, "video": {"device": "1", "fps": 30.0, "height": 1080, "width": 1920}}, "yaml": {"bench": {"print_every": 60}, "fuse": {"axis_len_m": 0.1, "ema_alpha": 0.3, "use_weighted_se3": true}, "health": {"max_tilt_jump_deg": 15}, "hud": {"enabled": true}, "logging": {"debug_metrics_csv": "phase_b/debug_metrics.csv", "poses_csv": "phase_b/poses.csv"}, "ransac": {"A_ref_px2": 12000, "adaptive": false, "base_rot_deg": 5, "base_trans_m": 0.05, "min_inliers": 3, "rot_max_deg": 5, "trans_max_m": 0.05}, "video": {"device": 2, "fps": 30, "height": 1080, "width": 1920}}}, "files": {"camera_calib": {"path": "/Users/Andreas/Desktop/ptl24_marker/common/calib/calib.yaml", "sha256": "a3583ec3b05ec4397f74222c4802234f7ee960b25f93061cb951120e268bc42f"}, "config": {"path": "/Users/Andreas/Desktop/ptl24_marker/phase_b/config.yaml", "sha256": "9c664548f0c4998345c599764857540af456008cc4bf230d90b575c908eaec28"}, "extrinsics": {"path": "/Users/Andreas/Desktop/ptl24_marker/common/extrinsics/T_WC.yaml", "sha256": "fe24fb1afd868ebbf0d17c89865e0023b67ad83c862b7efdc4fab8598a079465"}, "rig": {"path": "/Users/Andreas/Desktop/ptl24_marker/phase_b/rigs/cyl_dotec.yaml", "sha256": "9736191d05aabb632fd2ee895ca3674d0f4aef8ce615de526d190722fdc258ff"}}, "git_commit": null, "timestamp": 1765377905.057058}
timestamp,frame,used_ids,decision_margins,rvec_cam_x,rvec_cam_y,rvec_cam_z,tvec_cam_x,tvec_cam_y,tvec_cam_z,rvec_world_x,rvec_world_y,rvec_world_z,tvec_world_x,tvec_world_y,tvec_world_z,tilt_cam_deg,tilt_world_deg
1765377905.394355,0,103;108;109;200;201;202,59.249;68.161;62.509;82.656;87.866;100.129,-1.0001845569645382,1.1538150295319218,-1.7551971903974444,-0.09399843042210916,-0.07152764878316759,0.3001756571330869,0.7085539794787231,-1.3653354555084751,1.9814973925852364,-0.15802776479880304,0.27774916902260866,-0.0587593596802231,74.111,71.288
1765377905.591954,1,103;108;109;200;201;202,58.624;66.347;62.327;79.037;86.767;98.385,-0.9383675643777607,1.1309528629981536,-1.7832626582581674,-0.09573847826169805,-0.0666958104315617,0.29969067869976695,0.6395563758658738,-1.3434983529592779,1.9975272964207365,-0.14490224892221437,0.27991827398084757,-0.06941873117685955,71.165,68.948
1765377905.801153,2,103;108;109;200;201;202,59.174;67.342;61.522;80.653;87.412;98.288,-0.8902249631067355,1.1131392510355298,-1.8042742656011321,-0.09735901394893809,-0.06309625353761217,0.3004259101439972,0.5860511318990443,-1.3263563722179574,2.009132177924568,-0.1348599473640325,0.28216932102864073,-0.07778019687705967,68.906,67.186
1765377906.108712,3,103;108;109;200;201;202,58.541;66.569;62.040;79.485;88.204;99.170,-0.8537519539609786,1.099294309858947,-1.819470263228477,-0.09869543968910197,-0.06028549628639959,0.3012396533921426,0.5456836098716281,-1.312983539003497,2.0171533318284403,-0.12711240012079647,0.2838949209294673,-0.08397091277365988,67.207,65.880
1765377906.352923,4,103;108;109;200;201;202,58.739;65.792;62.339;80.973;87.743;98.866,-0.8258569862099197,1.0892841960356674,-1.8312875855889865,-0.099960060964072,-0.05810789017547226,0.3023579544592191,0.5148114285908708,-1.303223912066833,2.0235249581586925,-0.12133023788849474,0.28555892769476804,-0.08867269195276092,65.936,64.916
1765377906.659285,5,103;108;109;200;201;202,58.775;66.627;61.809;81.240;87.084;99.417,-0.804294802412375,1.0815708433827427,-1.8397157579871108,-0.1009502720301101,-0.05633615645789998,0.30324854103029464,0.49109026544842604,-1.2957517576595725,2.0277260319051664,-0.11668125574361893,0.286866497196233,-0.09212610578657576,64.970,64.198
1765377906.910138,6,103;108;109;200;201;202,58.330;66.172;61.897;81.752;87.301;98.138,-0.7881633085689124,1.0756573607615618,-1.8460997209183507,-0.10152379819785425,-0.054866384674220614,0.3038982549803597,0.47333543318726307,-1.2899840367379702,2.030938783912793,-0.1129775845334738,0.28773518957728106,-0.09474289954754855,64.245,63.660
1765377907.136291,7,103;108;109;200;201;202,59.213;66.166;62.161;81.226;87.491;98.597,-0.776417732679207,1.0710564466097316,-1.8507280240868165,-0.10173335557911731,-0.05362443769624648,0.3042265023982626,0.46041143249597805,-1.285481356270869,2.033236724005033,-0.1100055549444743,0.28816535005464256,-0.09663349166604965,63.708,63.260
1765377907.376249,8,103;108;109;200;201;202,58.455;66.342;61.638;81.138;87.378;98.816,-0.7675669304406988,1.067317392139345,-1.8539445851235876,-0.10174802644289663,-0.052604323145816353,0.3043775018964666,0.4507199939080009,-1.2818479992466343,2.0346716208340188,-0.10756530868575705,0.2883694966817297,-0.09803552787261727,63.298,62.956
1765377907.583469,9,103;108;109;200;201;202,59.300;66.097;62.138;80.987;87.541;98.857,-0.7601895057732473,1.0643857035977442,-1.856679934416616,-0.10202549085554805,-0.05183002447032641,0.30465067573355165,0.44263680070199674,-1.2789900251295587,2.035935843605312,-0.10577275388653054,0.2887339586774699,-0.09913809180030993,62.963,62.710
1765377907.776237,10,103;108;109;200;201;202,59.164;66.809;61.956;80.958;87.472;98.448,-0.7546473594022518,1.0621120700609359,-1.8584186536341338,-0.10236843163791344,-0.05125309271865936,0.30482105973283596,0.4366213983057012,-1.276812030531772,2.036556812139504,-0.1044794892737381,0.28904747367415057,-0.09983028073389023,62.713,62.530
1765377907.964577,11,103;108;109;200;201;202,59.247;67.117;62.511;81.182;87.392;98.497,-0.7509493860611429,1.060581681516995,-1.8598615572805681,-0.10224624188030197,-0.05070763504415586,0.30487127186797575,0.43255707756301043,-1.2753062203874053,2.0372597356298736,-0.10329968865164728,0.289081240328689,-0.10041564339114945,62.542,62.403
1765377908.191878,12,103;108;109;200;201;202,59.081;67.157;62.260;82.363;86.772;99.584,-0.7480238991548979,1.0594396967195245,-1.8612662993504285,-0.10220664452859447,-0.05028245410358817,0.3050558123784499,0.42929568479922214,-1.27414669131119,2.038090080604629,-0.10243927258102097,0.2892284674949942,-0.10094758896707673,62.407,62.301
1765377908.412651,13,103;108;109;200;201;202,58.929;66.052;62.210;81.300;87.413;98.807,-0.746304707682843,1.0585338785707084,-1.8623630091555685,-0.1020920086223845,-0.04995106442025944,0.3051730665290329,0.4273269925861031,-1.2731963669053528,2.038839461563478,-0.10184539550108877,0.28926953703213215,-0.10134425692999303,62.316,62.225
1765377908.594840,14,103;108;109;200;201;202,58.559;66.327;62.160;81.819;87.836;98.824,-0.7447377692441505,1.0581684319899258,-1.8634584146531032,-0.10220313016112001,-0.04974264725403778,0.30540747074148084,0.4255221444728885,-1.2727720105593305,2.039652366163429,-0.10153522566348228,0.2894876772431271,-0.10164504602709915,62.248,62.173
1765377908.786926,15,103;108;109;200;201;202,58.629;66.708;62.553;80.973;88.547;99.322,-0.74285278889183,1.0574936954321674,-1.864077916323661,-0.10253054514777936,-0.049614967343834,0.30557860925623676,0.4234733408009132,-1.2721227492425586,2.039899111017676,-0.10128926923506458,0.2897508782039753,-0.10184250826571126,62.167,62.115
1765377909.021393,16,103;108;109;200;201;202,58.436;66.378;62.643;81.050;88.081;99.036,-0.7413229254890589,1.0572600237204948,-1.8648257236126253,-0.10278909697415227,-0.049557678527807215,0.30587392187541884,0.4217709711286681,-1.2718730028618384,2.0403719277806225,-0.10114541078681687,0.2900771164138841,-0.10210399537687091,62.110,62.076
1765377909.244890,17,103;108;109;200;201;202,58.598;67.287;62.387;80.457;87.363;98.941,-0.7410431512243877,1.0567753396954416,-1.8646817844253876,-0.10250071988655965,-0.04933036038540446,0.30563379241491667,0.4215038660352405,-1.271428142280947,2.0401404528173215,-0.10070370002101228,0.28981795460780024,-0.10209053075330392,62.086,62.057
1765377909.432925,18,103;108;109;200;201;202,59.294;66.709;61.909;81.398;87.518;99.160,-0.7402755261307132,1.0565108287385219,-1.8647916361254737,-0.10253794906597252,-0.04921313118177623,0.3056354319123733,0.4206953784552524,-1.271192877448951,2.040095826751051,-0.10047463894595177,0.2898624317155805,-0.10212830854079824,62.055,62.037
1765377909.623377,19,103;108;109;200;201;202,58.861;66.883;62.138;80.889;86.954;99.511,-0.740078434533591,1.0562427959278033,-1.8648605566790086,-0.10233075308299938,-0.04905988613200051,0.3055018393402303,0.42047761630342095,-1.2709291134377394,2.0401122140739067,-0.10018869003025684,0.2896934892783595,-0.10215901726047377,62.039,62.024
