#{"config": {"calib_path_resolved": "/Users/Andreas/Desktop/ptl24_marker/common/calib/calib.yaml", "cli_overrides": ["camera", "ema_alpha", "extrinsics", "fps", "height", "max_tilt_jump_deg", "print_tilt", "ransac", "ransac_rot", "ransac_trans", "rig", "save_poses", "video", "width"], "config_path": "/Users/Andreas/Desktop/ptl24_marker/phase_b/config.yaml", "extrinsics_path_resolved": "/Users/Andreas/Desktop/ptl24_marker/common/extrinsics/T_WC.yaml", "rig_path_resolved": "/Users/Andreas/Desktop/ptl24_marker/phase_b/rigs/cyl_paper.yaml", "runtime": {"bench": {"print_every": 60}, "fuse": {"axis_len_m": 0.1, "ema_alpha": 0.3, "use_weighted_se3": true}, "health": {"max_tilt_jump_deg": 15.0}, "hud": {"enabled": true}, "logging": {"debug_metrics_csv": "phase_b/debug_metrics.csv", "poses_csv": "phase_b/v2/poses_sway_test_s000.csv"}, "ransac": {"A_ref_px2": 12000.0, "adaptive": false, "base_rot_deg": 5.0, "base_trans_m": 0.05, "min_inliers": 3, "rot_max_deg": 5.0, "trans_max_m": 0.05}, "video": {"device": "2", "fps": 30.0, "height": 1080, "width": 1920}}, "yaml": {"bench": {"print_every": 60}, "fuse": {"axis_len_m": 0.1, "ema_alpha": 0.3, "use_weighted_se3": true}, "health": {"max_tilt_jump_deg": 15}, "hud": {"enabled": true}, "logging": {"debug_metrics_csv": "phase_b/debug_metrics.csv", "poses_csv": "phase_b/poses.csv"}, "ransac": {"A_ref_px2": 12000, "adaptive": false, "base_rot_deg": 5, "base_trans_m": 0.05, "min_inliers": 3, "rot_max_deg": 5, "trans_max_m": 0.05}, "video": {"device": 2, "fps": 30, "height": 1080, "width": 1920}}}, "files": {"camera_calib": {"path": "/Users/Andreas/Desktop/ptl24_marker/common/calib/calib.yaml", "sha256": "a3583ec3b05ec4397f74222c4802234f7ee960b25f93061cb951120e268bc42f"}, "config": {"path": "/Users/Andreas/Desktop/ptl24_marker/phase_b/config.yaml", "sha256": "9c664548f0c4998345c599764857540af456008cc4bf230d90b575c908eaec28"}, "extrinsics": {"path": "/Users/Andreas/Desktop/ptl24_marker/common/extrinsics/T_WC.yaml", "sha256": "d373d59eb7c3771518c2355c8379884e0da0a340283977da31ec79bd81b45960"}, "rig": {"path": "/Users/Andreas/Desktop/ptl24_marker/phase_b/rigs/cyl_paper.yaml", "sha256": "e4048a572421f174e4670fbb51050d61e65957319f0f3d120df78c66f49c0a91"}}, "git_commit": null, "timestamp": 1763829259.242342}
timestamp,frame,used_ids,decision_margins,rvec_cam_x,rvec_cam_y,rvec_cam_z,tvec_cam_x,tvec_cam_y,tvec_cam_z,rvec_world_x,rvec_world_y,rvec_world_z,tvec_world_x,tvec_world_y,tvec_world_z,tilt_cam_deg,tilt_world_deg
1763829259.716762,0,102;103;107;200,63.242;56.050;28.002;42.641,0.3208487756139831,-1.6766843151771416,-1.7270537135164679,0.051285372129432925,0.6228023539342368,0.21272588208026336,-0.5860065378469514,1.4216578454080662,1.5653199283327068,0.6991080738520397,-0.23316945710117473,-0.7650622420794948,82.410,77.163
1763829260.553264,1,101;102;103;107;200;201;202,47.976;81.069;83.109;55.772;72.231;71.290;69.203,0.49884622759577196,-1.4886998733618784,-1.5925190702927563,-0.04815919708919018,0.5884294741473387,0.2906485104266324,-0.7356267510775486,1.2237057654297825,1.4196029355948145,0.6886818694891086,-0.2820864648708299,-0.7313090761211454,78.302,73.636
1763829260.888536,2,101;102;103;107;200;201;202,49.742;84.963;85.020;58.095;76.878;73.000;70.780,0.6155153138958188,-1.3502166828515252,-1.4880549066209292,-0.11054293824790283,0.5506920916636362,0.34576186166767947,-0.8323665838637874,1.0790039308955413,1.3079728934536317,0.6799654668639401,-0.31697706263710335,-0.7085956525041952,75.579,71.536
1763829261.137944,3,101;102;103;107;200;201;202,47.787;83.263;85.002;56.971;79.540;73.692;70.966,0.6957111405559394,-1.2477251030021073,-1.4091375271575397,-0.14985259252767236,0.5171732054808021,0.38513737276775095,-0.8983442471405647,0.9725659484880401,1.2240125783912077,0.6732597200276704,-0.3420329840504477,-0.6922698838502259,73.789,70.324
1763829261.406292,4,101;102;103;107;200;201;202,54.126;83.550;84.727;58.443;74.968;73.751;70.857,0.7519943322847435,-1.1754275021843819,-1.3515136605480855,-0.17561124908730005,0.4913445152616079,0.4123906442145634,-0.9445096181384917,0.8978130319865772,1.1625522834449693,0.669154420834012,-0.35960864312338187,-0.6810608659162738,72.748,69.762
1763829261.855935,5,101;102;103;107;200;201;202,50.864;82.861;84.091;58.201;79.024;74.858;70.227,0.7903805767647841,-1.1234474447683336,-1.309653854606116,-0.19289824797427213,0.47148087399555055,0.4315062369169757,-0.9757565490806378,0.844193654891947,1.1180924171187252,0.6659773712466943,-0.37185587364858075,-0.6739062769123099,72.069,69.442
1763829262.049094,6,101;102;103;107;200;201;202,48.081;83.365;82.642;57.335;79.147;70.326;73.254,0.8152073544352402,-1.0826444811035982,-1.2771930054282847,-0.20450908657998731,0.45557472475833743,0.4468194890474518,-0.9953434875313356,0.8020139374440344,1.0843523321552406,0.6626825580684854,-0.3818967349266697,-0.6699693381302991,71.446,69.067
1763829262.228247,7,101;102;103;107;200;201;202,48.063;82.013;83.857;59.478;77.663;74.533;70.238,0.8334321452850321,-1.0541306375935522,-1.2529201911649075,-0.21273389467674644,0.44396516459339674,0.4576361713474172,-1.0096272378898208,0.7725251371106886,1.0590457355499103,0.6603259507845471,-0.38940370662147433,-0.6670796177472007,71.085,68.884
1763829262.388683,8,101;102;103;107;200;201;202,49.629;83.179;83.690;57.466;75.768;70.866;66.753,0.8465715779029541,-1.0351179294632955,-1.2352007887538883,-0.2189307675918795,0.43561687992141007,0.46479437541022656,-1.0198515887993236,0.7528301044055338,1.0405065213696203,0.6585484824918284,-0.394575934060478,-0.6652817853824928,70.907,68.823
1763829262.535994,9,101;102;103;107;200;201;202,49.388;83.847;84.125;57.751;77.457;71.147;69.537,0.8577479109843155,-1.0198455271775047,-1.2219346878001818,-0.2233420260954852,0.42903102250563335,0.46977857595459027,-1.0288277000342734,0.7371385113797337,1.0264144242078121,0.6575688563388326,-0.3978761595372069,-0.6630225409534529,70.786,68.818
1763829262.675078,10,101;102;103;107;200;201;202,48.676;83.834;83.087;58.273;76.428;73.673;70.232,0.8662382764736594,-1.0085113977609796,-1.2125334464302828,-0.22666203055427941,0.4243110344024733,0.4732474315079473,-1.0357553721857315,0.7255495919926891,1.0163372513803202,0.6572455784300552,-0.39996427746188246,-0.6612890578810082,70.706,68.832
