#{"config": {"calib_path_resolved": "/Users/Andreas/Desktop/ptl24_marker/common/calib/calib.yaml", "cli_overrides": ["adapt", "camera", "config", "debug_metrics", "ekf", "ema_alpha", "extrinsics", "fps", "height", "hud", "print_tilt", "ransac", "rig", "save_poses", "use_weighted_se3", "video", "width"], "config_path": "/Users/Andreas/Desktop/ptl24_marker/phase_b/config.yaml", "extrinsics_path_resolved": "/Users/Andreas/Desktop/ptl24_marker/common/extrinsics/T_WC.yaml", "rig_path_resolved": "/Users/Andreas/Desktop/ptl24_marker/phase_b/rigs/cyl_dotec.yaml", "runtime": {"bench": {"print_every": 60}, "fuse": {"axis_len_m": 0.1, "ema_alpha": 0.25, "use_weighted_se3": true}, "health": {"max_tilt_jump_deg": 15.0}, "hud": {"enabled": true}, "logging": {"debug_metrics_csv": "phase_b/v2/debug_dotec_check.csv", "poses_csv": "phase_b/v2/poses_dotec_check.csv"}, "ransac": {"A_ref_px2": 12000.0, "adaptive": true, "base_rot_deg": 5.0, "base_trans_m": 0.05, "min_inliers": 3, "rot_max_deg": 5.0, "trans_max_m": 0.05}, "video": {"device": "1", "fps": 30.0, "height": 1080, "width": 1920}}, "yaml": {"bench": {"print_every": 60}, "fuse": {"axis_len_m": 0.1, "ema_alpha": 0.3, "use_weighted_se3": true}, "health": {"max_tilt_jump_deg": 15}, "hud": {"enabled": true}, "logging": {"debug_metrics_csv": "phase_b/debug_metrics.csv", "poses_csv": "phase_b/poses.csv"}, "ransac": {"A_ref_px2": 12000, "adaptive": false, "base_rot_deg": 5, "base_trans_m": 0.05, "min_inliers": 3, "rot_max_deg": 5, "trans_max_m": 0.05}, "video": {"device": 2, "fps": 30, "height": 1080, "width": 1920}}}, "files": {"camera_calib": {"path": "/Users/Andreas/Desktop/ptl24_marker/common/calib/calib.yaml", "sha256": "a3583ec3b05ec4397f74222c4802234f7ee960b25f93061cb951120e268bc42f"}, "config": {"path": "/Users/Andreas/Desktop/ptl24_marker/phase_b/config.yaml", "sha256": "9c664548f0c4998345c599764857540af456008cc4bf230d90b575c908eaec28"}, "extrinsics": {"path": "/Users/Andreas/Desktop/ptl24_marker/common/extrinsics/T_WC.yaml", "sha256": "e03e2d3cb9ab767f90fac0f399769f4b339fe3fb3f711669b0cb05a6c895abd4"}, "rig": {"path": "/Users/Andreas/Desktop/ptl24_marker/phase_b/rigs/cyl_dotec.yaml", "sha256": "9736191d05aabb632fd2ee895ca3674d0f4aef8ce615de526d190722fdc258ff"}}, "git_commit": null, "timestamp": 1765382553.620288}
timestamp,frame,used_ids,decision_margins,rvec_cam_x,rvec_cam_y,rvec_cam_z,tvec_cam_x,tvec_cam_y,tvec_cam_z,rvec_world_x,rvec_world_y,rvec_world_z,tvec_world_x,tvec_world_y,tvec_world_z,tilt_cam_deg,tilt_world_deg
1765382553.836225,0,103;108;109;200;201;202,49.857;61.403;54.227;70.392;91.368;87.001,-1.0140539853717925,0.9509886524747753,-1.7067770341248871,-0.2816355390063702,0.1303946638815351,0.584609921971607,,,,,,,68.530,
1765382554.003682,1,103;108;109;200;201;202,49.857;61.403;54.227;70.392;91.368;87.001,-1.0140539853717925,0.9509886524747753,-1.7067770341248871,-0.2816355390063702,0.1303946638815351,0.584609921971607,,,,,,,68.530,
1765382554.221187,2,103;108;109;200;201;202,49.857;61.403;54.227;70.392;91.368;87.001,-1.0140539853717925,0.9509886524747753,-1.7067770341248871,-0.2816355390063702,0.1303946638815351,0.584609921971607,,,,,,,68.530,
1765382554.371215,3,103;108;109;200;201;202,49.857;61.403;54.227;70.392;91.368;87.001,-1.0140539853717925,0.9509886524747753,-1.7067770341248871,-0.2816355390063702,0.1303946638815351,0.584609921971607,,,,,,,68.530,
1765382554.576701,4,103;108;109;200;201;202,49.857;61.403;54.227;70.392;91.368;87.001,-1.0140539853717925,0.9509886524747753,-1.7067770341248871,-0.2816355390063702,0.1303946638815351,0.584609921971607,,,,,,,68.530,
1765382554.826670,5,103;108;109;200;201;202,49.857;61.403;54.227;70.392;91.368;87.001,-1.0140539853717925,0.9509886524747753,-1.7067770341248871,-0.2816355390063702,0.1303946638815351,0.584609921971607,,,,,,,68.530,
1765382555.004940,6,103;108;109;200;201;202,49.857;61.403;54.227;70.392;91.368;87.001,-1.0140539853717925,0.9509886524747753,-1.7067770341248871,-0.2816355390063702,0.1303946638815351,0.584609921971607,,,,,,,68.530,
1765382555.179502,7,103;108;109;200;201;202,49.857;61.403;54.227;70.392;91.368;87.001,-1.0140539853717925,0.9509886524747753,-1.7067770341248871,-0.2816355390063702,0.1303946638815351,0.584609921971607,,,,,,,68.530,
1765382555.326009,8,103;108;109;200;201;202,49.857;61.403;54.227;70.392;91.368;87.001,-1.0140539853717925,0.9509886524747753,-1.7067770341248871,-0.2816355390063702,0.1303946638815351,0.584609921971607,,,,,,,68.530,
1765382555.507461,9,103;108;109;200;201;202,49.857;61.403;54.227;70.392;91.368;87.001,-1.0140539853717925,0.9509886524747753,-1.7067770341248871,-0.2816355390063702,0.1303946638815351,0.584609921971607,,,,,,,68.530,
1765382555.701443,10,103;108;109;200;201;202,49.857;61.403;54.227;70.392;91.368;87.001,-1.0140539853717925,0.9509886524747753,-1.7067770341248871,-0.2816355390063702,0.1303946638815351,0.584609921971607,,,,,,,68.530,
1765382555.913711,11,103;108;109;200;201;202,49.857;61.403;54.227;70.392;91.368;87.001,-1.0140539853717925,0.9509886524747753,-1.7067770341248871,-0.2816355390063702,0.1303946638815351,0.584609921971607,,,,,,,68.530,
