#{"config": {"calib_path_resolved": "/Users/Andreas/Desktop/ptl24_marker/common/calib/calib_c920_1280x720.yaml", "cli_overrides": ["camera", "config", "debug_metrics", "ekf", "ema_alpha", "extrinsics", "fps", "height", "print_tilt", "rig", "save_poses", "use_weighted_se3", "video", "width"], "config_path": "/Users/Andreas/Desktop/ptl24_marker/phase_b/config.yaml", "extrinsics_path_resolved": "/Users/Andreas/Desktop/ptl24_marker/common/extrinsics/T_WC_c920_1280x720.yaml", "rig_path_resolved": "/Users/Andreas/Desktop/ptl24_marker/phase_b/rigs/cyl_dotec.yaml", "runtime": {"bench": {"print_every": 60}, "fuse": {"axis_len_m": 0.1, "ema_alpha": 0.25, "use_weighted_se3": true}, "health": {"max_tilt_jump_deg": 15.0, "spike_reset_after": 10}, "hud": {"enabled": false}, "logging": {"debug_metrics_csv": "Preliminary_report/runs/bench_clean/720p/debug_metrics.csv", "poses_csv": "Preliminary_report/runs/bench_clean/720p/poses.csv"}, "ransac": {"A_ref_px2": 12000.0, "adaptive": false, "base_rot_deg": 5.0, "base_trans_m": 0.05, "min_inliers": 3, "rot_max_deg": 5.0, "trans_max_m": 0.05}, "video": {"device": "0", "fps": 30.0, "height": 720, "width": 1280}}, "yaml": {"bench": {"print_every": 60}, "fuse": {"axis_len_m": 0.1, "ema_alpha": 0.3, "use_weighted_se3": true}, "health": {"max_tilt_jump_deg": 15}, "hud": {"enabled": true}, "logging": {"debug_metrics_csv": "phase_b/debug_metrics.csv", "poses_csv": "phase_b/poses.csv"}, "ransac": {"A_ref_px2": 12000, "adaptive": false, "base_rot_deg": 5, "base_trans_m": 0.05, "min_inliers": 3, "rot_max_deg": 5, "trans_max_m": 0.05}, "video": {"device": 2, "fps": 30, "height": 1080, "width": 1920}}}, "files": {"camera_calib": {"path": "/Users/Andreas/Desktop/ptl24_marker/common/calib/calib_c920_1280x720.yaml", "sha256": "416ced30fbd86be9fd78c0e9845e0c4d470a9880bebda0eb2a612d21823f5dc3"}, "config": {"path": "/Users/Andreas/Desktop/ptl24_marker/phase_b/config.yaml", "sha256": "9c664548f0c4998345c599764857540af456008cc4bf230d90b575c908eaec28"}, "extrinsics": {"path": "/Users/Andreas/Desktop/ptl24_marker/common/extrinsics/T_WC_c920_1280x720.yaml", "sha256": "d0e4db12a5153c0e7ac3625f5eec478b504b3bfc242bc8f0b4efbd0bfbadb1d7"}, "rig": {"path": "/Users/Andreas/Desktop/ptl24_marker/phase_b/rigs/cyl_dotec.yaml", "sha256": "f0fd590bf211070dbb1b2c6b32f4041175f33703203978255bdee60a8b77b6ef"}}, "git_commit": null, "timestamp": 1766339092.5016692}
t,fps,n_visible,n_inliers,mean_reproj,ransac_score,weight_min,weight_max,tilt_deg,mean_tag_area_px2,mean_view_cos,mean_reproj_px,ransac_trans_eff,ransac_rot_eff,n_unknown_ids,n_mirror_discards,spike_delta_trans_m,spike_delta_rot_deg,spike_trans_thresh_m,spike_rot_thresh_deg,spike_ref_age_frames,spike_ref_frame_idx,t_read_ms,t_gray_ms,t_detect_ms,t_reproj_ms,t_ransac_ms,t_fuse_ms,t_ekf_ms,t_hud_ms,t_log_ms,t_total_ms
1766339094.641757,29.790,6,6,22.456,0.00000,0.047,0.407,45.929,608.2,0.6654,22.456,0.0500,5.000,0,0,0.1802,23.585,,15.000,4,38,3.987,0.185,26.067,0.456,1.162,0.323,0.000,0.000,0.056,32.395
1766339094.674749,30.885,6,6,22.480,0.00000,0.046,0.409,45.929,609.0,0.6656,22.480,0.0500,5.000,0,0,0.1799,23.570,,15.000,5,38,3.928,0.095,26.799,0.445,1.153,0.318,0.000,0.000,0.054,32.948
1766339094.708740,30.414,6,6,22.460,0.00000,0.047,0.409,45.929,608.4,0.6657,22.460,0.0500,5.000,0,0,0.1801,23.491,,15.000,6,38,3.815,0.214,27.769,0.459,1.158,0.320,0.000,0.000,0.056,33.949
1766339094.742741,29.750,6,6,22.464,0.00000,0.047,0.411,45.929,608.6,0.6658,22.464,0.0500,5.000,0,0,0.1787,23.744,,15.000,7,38,3.438,0.144,28.279,0.435,1.139,0.317,0.000,0.000,0.053,33.958
1766339094.774559,30.886,6,6,22.456,0.00000,0.046,0.410,45.929,608.4,0.6658,22.456,0.0500,5.000,0,0,0.1793,23.894,,15.000,8,38,1.814,0.102,27.731,0.452,1.152,0.318,0.000,0.000,0.053,31.775
1766339094.806778,29.944,6,6,22.459,0.00000,0.046,0.408,45.929,608.7,0.6665,22.459,0.0500,5.000,0,0,0.1799,23.785,,15.000,9,38,3.392,0.130,26.463,0.471,1.174,0.326,0.000,0.000,0.058,32.176
1766339094.841490,30.290,7,7,22.563,0.00000,0.042,0.377,38.147,581.5,0.6416,22.563,0.0500,5.000,0,0,0.2833,29.217,,15.000,10,38,4.186,0.188,27.843,0.486,1.306,0.455,0.000,0.000,0.052,34.668
1766339094.872692,30.415,6,6,22.443,0.00000,0.046,0.410,38.147,608.5,0.6660,22.443,0.0500,5.000,0,0,0.1286,16.555,,15.000,1,48,2.353,0.148,26.539,0.428,1.169,0.317,0.000,0.000,0.052,31.160
1766339094.907084,30.226,7,7,22.551,0.00000,0.043,0.377,38.147,581.4,0.6419,22.551,0.0500,5.000,0,0,0.2256,21.919,,15.000,2,48,4.235,0.113,27.669,0.474,1.298,0.343,0.000,0.000,0.053,34.350
1766339094.939236,30.479,6,6,22.466,0.00000,0.047,0.410,38.147,608.5,0.6654,22.466,0.0500,5.000,0,0,0.1303,16.223,,15.000,3,48,2.653,0.121,27.187,0.456,1.158,0.322,0.000,0.000,0.056,32.109
1766339094.972380,30.005,7,7,22.548,0.00000,0.043,0.376,38.147,581.2,0.6420,22.548,0.0500,5.000,0,0,0.2279,21.907,,15.000,4,48,3.815,0.268,26.609,0.510,1.311,0.346,0.000,0.000,0.067,33.087
1766339095.004598,30.676,6,6,22.470,0.00000,0.047,0.409,38.147,608.1,0.6664,22.470,0.0500,5.000,0,0,0.1326,16.254,,15.000,5,48,3.284,0.156,26.609,0.448,1.149,0.316,0.000,0.000,0.056,32.176
1766339095.037130,30.716,6,6,22.462,0.00000,0.047,0.409,38.147,608.5,0.6652,22.462,0.0500,5.000,0,0,0.1290,16.424,,15.000,6,48,3.621,0.104,26.604,0.468,1.160,0.319,0.000,0.000,0.055,32.487
1766339095.069835,30.730,6,6,22.453,0.00000,0.046,0.408,38.147,608.5,0.6663,22.453,0.0500,5.000,0,0,0.1285,16.617,,15.000,7,48,3.630,0.156,26.745,0.444,1.156,0.318,0.000,0.000,0.054,32.661
1766339095.104793,28.624,6,6,22.461,0.00000,0.046,0.409,38.147,608.4,0.6655,22.461,0.0500,5.000,0,0,0.1290,16.532,,15.000,8,48,5.861,0.142,26.779,0.458,1.145,0.315,0.000,0.000,0.057,34.914
1766339095.138592,31.393,7,7,22.591,0.00000,0.043,0.378,38.147,581.6,0.6413,22.591,0.0500,5.000,0,0,0.2267,21.498,,15.000,9,48,2.758,0.135,28.492,0.496,1.315,0.348,0.000,0.000,0.053,33.757
1766339095.216478,30.024,7,7,22.553,0.00000,0.043,0.376,32.283,580.9,0.6430,22.553,0.0500,5.000,0,0,0.2261,21.907,,15.000,10,48,2.265,0.105,73.033,0.492,1.298,0.445,0.000,0.000,0.055,77.843
1766339095.270498,10.068,6,6,22.451,0.00000,0.046,0.411,29.401,608.6,0.6657,22.451,0.0500,5.000,0,0,,,,,,,23.700,0.139,27.826,0.455,1.149,0.414,0.000,0.000,0.059,53.977
1766339095.304757,30.331,7,7,22.580,0.00000,0.043,0.377,25.819,581.3,0.6415,22.580,0.0500,5.000,0,0,,,,,,,2.592,0.136,28.947,0.480,1.298,0.438,0.000,0.000,0.053,34.157
1766339095.336506,30.995,7,7,22.582,0.00000,0.043,0.379,23.014,581.6,0.6422,22.582,0.0500,5.000,0,0,,,,,,,0.649,0.182,28.390,0.502,1.307,0.442,0.000,0.000,0.057,31.701
1766339095.368720,30.350,6,6,22.445,0.00000,0.047,0.408,22.299,608.4,0.6661,22.445,0.0500,5.000,0,0,,,,,,,1.855,0.196,27.824,0.457,1.155,0.416,0.000,0.000,0.056,32.172
1766339095.403318,29.846,7,7,22.549,0.00000,0.043,0.375,20.325,581.1,0.6427,22.549,0.0500,5.000,0,0,,,,,,,3.145,0.122,28.808,0.486,1.296,0.434,0.000,0.000,0.056,34.556
