#{"config": {"calib_path_resolved": "/Users/Andreas/Desktop/ptl24_marker/common/calib/calib_c920_1920x1080.yaml", "cli_overrides": ["camera", "debug_metrics", "ekf", "ema_alpha", "extrinsics", "fps", "height", "print_tilt", "rig", "save_poses", "use_weighted_se3", "video", "width"], "config_path": "/Users/Andreas/Desktop/ptl24_marker/phase_b/config.yaml", "extrinsics_path_resolved": "/Users/Andreas/Desktop/ptl24_marker/common/extrinsics/T_WC_c920_1920x1080.yaml", "rig_path_resolved": "/Users/Andreas/Desktop/ptl24_marker/phase_b/rigs/cyl_dotec.yaml", "runtime": {"bench": {"print_every": 60}, "fuse": {"axis_len_m": 0.1, "ema_alpha": 0.25, "use_weighted_se3": true}, "health": {"max_tilt_jump_deg": 15.0}, "hud": {"enabled": false}, "logging": {"debug_metrics_csv": "demo_runs/c920/debug_1080p.csv", "poses_csv": "demo_runs/c920/poses_1080p.csv"}, "ransac": {"A_ref_px2": 12000.0, "adaptive": false, "base_rot_deg": 5.0, "base_trans_m": 0.05, "min_inliers": 3, "rot_max_deg": 5.0, "trans_max_m": 0.05}, "video": {"device": "0", "fps": 30.0, "height": 1080, "width": 1920}}, "yaml": {"bench": {"print_every": 60}, "fuse": {"axis_len_m": 0.1, "ema_alpha": 0.3, "use_weighted_se3": true}, "health": {"max_tilt_jump_deg": 15}, "hud": {"enabled": true}, "logging": {"debug_metrics_csv": "phase_b/debug_metrics.csv", "poses_csv": "phase_b/poses.csv"}, "ransac": {"A_ref_px2": 12000, "adaptive": false, "base_rot_deg": 5, "base_trans_m": 0.05, "min_inliers": 3, "rot_max_deg": 5, "trans_max_m": 0.05}, "video": {"device": 2, "fps": 30, "height": 1080, "width": 1920}}}, "files": {"camera_calib": {"path": "/Users/Andreas/Desktop/ptl24_marker/common/calib/calib_c920_1920x1080.yaml", "sha256": "20f1d6f185e2354e733ced72ad0cc5085e009bf60e608de265521f4b69ac0dc7"}, "config": {"path": "/Users/Andreas/Desktop/ptl24_marker/phase_b/config.yaml", "sha256": "9c664548f0c4998345c599764857540af456008cc4bf230d90b575c908eaec28"}, "extrinsics": {"path": "/Users/Andreas/Desktop/ptl24_marker/common/extrinsics/T_WC_c920_1920x1080.yaml", "sha256": "71595a86e7df9d464cdfe8dad32fbb72eb7d60c9382f6dea63d72e53aee63435"}, "rig": {"path": "/Users/Andreas/Desktop/ptl24_marker/phase_b/rigs/cyl_dotec.yaml", "sha256": "f0fd590bf211070dbb1b2c6b32f4041175f33703203978255bdee60a8b77b6ef"}}, "git_commit": null, "timestamp": 1766248813.791465}
t,fps,n_visible,n_inliers,mean_reproj,ransac_score,weight_min,weight_max,tilt_deg,mean_tag_area_px2,mean_view_cos,mean_reproj_px,ransac_trans_eff,ransac_rot_eff,n_unknown_ids,n_mirror_discards
1766248817.032853,9.973,7,7,35.739,0.00000,0.013,0.477,59.258,1281.8,0.6425,35.739,0.0500,5.000,0,0
1766248817.133255,10.120,7,7,35.712,0.00000,0.013,0.477,59.258,1281.0,0.6430,35.712,0.0500,5.000,0,0
1766248817.244745,10.127,7,7,35.719,0.00000,0.013,0.475,59.258,1280.6,0.6428,35.719,0.0500,5.000,0,0
1766248817.346019,9.616,7,7,35.729,0.00000,0.013,0.477,59.258,1281.6,0.6427,35.729,0.0500,5.000,0,0
1766248817.472273,7.921,7,7,35.697,0.00000,0.013,0.474,59.258,1280.5,0.6427,35.697,0.0500,5.000,0,0
1766248817.619400,10.099,7,7,35.728,0.00000,0.013,0.474,59.258,1281.4,0.6428,35.728,0.0500,5.000,0,0
1766248817.732314,6.053,7,7,35.705,0.00000,0.013,0.477,59.258,1281.6,0.6424,35.705,0.0500,5.000,0,0
1766248817.828930,9.958,7,7,35.721,0.00000,0.013,0.478,59.258,1281.5,0.6428,35.721,0.0500,5.000,0,0
1766248817.924000,10.238,7,7,35.735,0.00000,0.013,0.475,59.258,1281.6,0.6424,35.735,0.0500,5.000,0,0
1766248818.012470,10.096,7,7,35.727,0.00000,0.013,0.478,59.258,1281.3,0.6427,35.727,0.0500,5.000,0,0
1766248818.224540,6.460,7,7,35.714,0.00000,0.013,0.477,59.258,1280.7,0.6431,35.714,0.0500,5.000,0,0
1766248818.315060,7.048,7,7,35.720,0.00000,0.013,0.476,59.258,1281.5,0.6430,35.720,0.0500,5.000,0,0
1766248818.439901,10.084,7,7,35.721,0.00000,0.013,0.475,59.258,1281.0,0.6423,35.721,0.0500,5.000,0,0
1766248818.550694,7.528,7,7,35.722,0.00000,0.013,0.478,59.258,1281.7,0.6422,35.722,0.0500,5.000,0,0
1766248818.643451,10.082,7,7,35.737,0.00000,0.013,0.477,59.258,1282.2,0.6426,35.737,0.0500,5.000,0,0
1766248818.736812,10.151,7,7,35.714,0.00000,0.013,0.474,59.258,1280.9,0.6428,35.714,0.0500,5.000,0,0
1766248818.827388,10.100,7,7,35.718,0.00000,0.013,0.477,59.258,1281.4,0.6425,35.718,0.0500,5.000,0,0
1766248818.893922,15.127,7,7,35.717,0.00000,0.013,0.477,59.258,1281.8,0.6430,35.717,0.0500,5.000,0,0
1766248819.064622,10.178,7,7,35.711,0.00000,0.013,0.473,59.258,1281.8,0.6428,35.711,0.0500,5.000,0,0
1766248819.161636,6.054,7,7,35.709,0.00000,0.013,0.473,59.258,1281.4,0.6427,35.709,0.0500,5.000,0,0
1766248819.230212,15.213,7,7,35.694,0.00000,0.013,0.478,59.258,1281.3,0.6430,35.694,0.0500,5.000,0,0
1766248819.353272,10.060,7,7,35.689,0.00000,0.013,0.477,59.258,1280.9,0.6431,35.689,0.0500,5.000,0,0
1766248819.445416,9.997,7,7,35.738,0.00000,0.013,0.477,59.258,1281.9,0.6427,35.738,0.0500,5.000,0,0
1766248819.545445,10.240,7,7,35.717,0.00000,0.013,0.478,59.258,1281.3,0.6427,35.717,0.0500,5.000,0,0
1766248819.633032,10.092,7,7,35.729,0.00000,0.013,0.477,59.258,1281.5,0.6423,35.729,0.0500,5.000,0,0
1766248819.716504,10.094,7,7,35.714,0.00000,0.013,0.479,59.258,1281.0,0.6426,35.714,0.0500,5.000,0,0
1766248819.780693,15.109,7,7,35.710,0.00000,0.013,0.476,59.258,1281.1,0.6422,35.710,0.0500,5.000,0,0
1766248819.961514,15.306,7,7,35.711,0.00000,0.013,0.478,59.258,1281.8,0.6430,35.711,0.0500,5.000,0,0
1766248820.082597,4.298,7,7,35.721,0.00000,0.013,0.477,59.258,1281.7,0.6429,35.721,0.0500,5.000,0,0
1766248820.153548,15.243,7,7,35.680,0.00000,0.013,0.477,59.258,1280.8,0.6429,35.680,0.0500,5.000,0,0
1766248820.255221,10.170,7,7,35.706,0.00000,0.013,0.478,59.258,1281.2,0.6424,35.706,0.0500,5.000,0,0
1766248820.343032,10.022,7,7,35.697,0.00000,0.013,0.479,59.258,1280.5,0.6430,35.697,0.0500,5.000,0,0
1766248820.408109,15.342,7,7,35.702,0.00000,0.013,0.476,59.258,1281.0,0.6431,35.702,0.0500,5.000,0,0
1766248820.477899,15.376,7,7,35.721,0.00000,0.013,0.477,59.258,1281.3,0.6430,35.721,0.0500,5.000,0,0
1766248820.539667,15.044,7,7,35.713,0.00000,0.013,0.477,59.258,1281.1,0.6427,35.713,0.0500,5.000,0,0
1766248820.603921,15.141,7,7,35.718,0.00000,0.013,0.476,59.258,1281.6,0.6428,35.718,0.0500,5.000,0,0
1766248820.666036,15.118,7,7,35.696,0.00000,0.013,0.477,59.258,1280.6,0.6430,35.696,0.0500,5.000,0,0
1766248820.730033,15.306,7,7,35.700,0.00000,0.013,0.479,59.258,1281.3,0.6427,35.700,0.0500,5.000,0,0
1766248820.796148,15.019,7,7,35.717,0.00000,0.013,0.479,59.258,1281.2,0.6424,35.717,0.0500,5.000,0,0
1766248820.861230,15.215,7,7,35.707,0.00000,0.013,0.475,59.258,1280.7,0.6424,35.707,0.0500,5.000,0,0
1766248820.929435,14.823,7,7,35.701,0.00000,0.013,0.474,59.258,1281.3,0.6430,35.701,0.0500,5.000,0,0
1766248820.995085,15.403,7,7,35.699,0.00000,0.013,0.475,59.258,1281.2,0.6426,35.699,0.0500,5.000,0,0
1766248821.062429,15.129,7,7,35.728,0.00000,0.013,0.477,59.258,1280.5,0.6426,35.728,0.0500,5.000,0,0
1766248821.128820,15.093,7,7,35.722,0.00000,0.013,0.476,59.258,1280.8,0.6423,35.722,0.0500,5.000,0,0
1766248821.195455,15.244,7,7,35.716,0.00000,0.013,0.476,59.258,1281.6,0.6421,35.716,0.0500,5.000,0,0
1766248821.261690,15.074,7,7,35.714,0.00000,0.013,0.476,59.258,1281.5,0.6425,35.714,0.0500,5.000,0,0
1766248821.327409,14.838,7,7,35.738,0.00000,0.013,0.476,59.258,1281.3,0.6426,35.738,0.0500,5.000,0,0
1766248821.393264,15.611,7,7,35.710,0.00000,0.013,0.476,59.258,1280.9,0.6425,35.710,0.0500,5.000,0,0
1766248821.459424,15.120,7,7,35.723,0.00000,0.013,0.479,59.258,1281.9,0.6426,35.723,0.0500,5.000,0,0
1766248821.527027,14.792,7,7,35.727,0.00000,0.013,0.479,59.258,1282.0,0.6422,35.727,0.0500,5.000,0,0
1766248821.588956,15.484,7,7,35.676,0.00000,0.013,0.480,59.258,1281.2,0.6428,35.676,0.0500,5.000,0,0
1766248821.692772,10.047,7,7,35.710,0.00000,0.013,0.479,59.258,1280.8,0.6427,35.710,0.0500,5.000,0,0
1766248821.755788,15.161,7,7,35.723,0.00000,0.013,0.477,59.258,1281.6,0.6427,35.723,0.0500,5.000,0,0
1766248821.821219,15.250,7,7,35.723,0.00000,0.013,0.478,59.258,1281.6,0.6423,35.723,0.0500,5.000,0,0
1766248821.886222,15.319,7,7,35.728,0.00000,0.013,0.479,59.258,1281.6,0.6427,35.728,0.0500,5.000,0,0
1766248821.950652,14.885,7,7,35.717,0.00000,0.013,0.477,59.258,1281.2,0.6431,35.717,0.0500,5.000,0,0
1766248822.020922,15.367,7,7,35.723,0.00000,0.013,0.477,59.258,1281.1,0.6423,35.723,0.0500,5.000,0,0
1766248822.084516,15.064,7,7,35.720,0.00000,0.013,0.476,59.258,1281.1,0.6425,35.720,0.0500,5.000,0,0
1766248822.151862,14.943,7,7,35.718,0.00000,0.013,0.478,59.258,1282.5,0.6424,35.718,0.0500,5.000,0,0
1766248822.215208,15.523,7,7,35.720,0.00000,0.013,0.477,59.258,1282.0,0.6427,35.720,0.0500,5.000,0,0
1766248822.284972,15.188,7,7,35.728,0.00000,0.013,0.478,59.258,1281.2,0.6423,35.728,0.0500,5.000,0,0
1766248822.351074,14.800,7,7,35.694,0.00000,0.013,0.475,59.258,1280.5,0.6426,35.694,0.0500,5.000,0,0
1766248822.413555,15.511,7,7,35.723,0.00000,0.013,0.480,59.258,1282.1,0.6426,35.723,0.0500,5.000,0,0
1766248822.480513,15.070,7,7,35.706,0.00000,0.013,0.478,59.258,1281.7,0.6428,35.706,0.0500,5.000,0,0
1766248822.547097,15.009,7,7,35.707,0.00000,0.013,0.477,59.258,1281.3,0.6425,35.707,0.0500,5.000,0,0
1766248822.612532,15.373,7,7,35.736,0.00000,0.013,0.480,59.258,1282.0,0.6428,35.736,0.0500,5.000,0,0
1766248822.678271,15.057,7,7,35.718,0.00000,0.013,0.477,59.258,1281.7,0.6426,35.718,0.0500,5.000,0,0
1766248822.771381,15.197,7,7,35.709,0.00000,0.013,0.477,59.258,1281.2,0.6427,35.709,0.0500,5.000,0,0
1766248822.847849,10.112,7,7,35.721,0.00000,0.013,0.479,59.258,1281.6,0.6422,35.721,0.0500,5.000,0,0
1766248822.913810,14.947,7,7,35.708,0.00000,0.013,0.478,59.258,1280.9,0.6427,35.708,0.0500,5.000,0,0
1766248822.976025,15.315,7,7,35.712,0.00000,0.013,0.477,59.258,1280.9,0.6421,35.712,0.0500,5.000,0,0
1766248823.044591,15.074,7,7,35.719,0.00000,0.013,0.478,59.258,1281.4,0.6426,35.719,0.0500,5.000,0,0
1766248823.110396,15.227,7,7,35.732,0.00000,0.014,0.475,59.258,1281.2,0.6428,35.732,0.0500,5.000,0,0
1766248823.183630,15.138,7,7,35.718,0.00000,0.013,0.477,59.258,1281.0,0.6426,35.718,0.0500,5.000,0,0
1766248823.240406,14.954,7,7,35.720,0.00000,0.013,0.476,59.258,1281.6,0.6427,35.720,0.0500,5.000,0,0
1766248823.309296,15.430,7,7,35.734,0.00000,0.013,0.475,59.258,1281.1,0.6421,35.734,0.0500,5.000,0,0
1766248823.458050,7.339,7,7,35.701,0.00000,0.013,0.477,59.258,1281.2,0.6426,35.701,0.0500,5.000,0,0
1766248823.564840,10.441,7,7,35.711,0.00000,0.013,0.475,59.258,1281.3,0.6426,35.711,0.0500,5.000,0,0
1766248823.679134,10.035,7,7,35.709,0.00000,0.013,0.478,59.258,1281.2,0.6427,35.709,0.0500,5.000,0,0
1766248823.769815,10.064,7,7,35.699,0.00000,0.013,0.476,59.258,1280.8,0.6432,35.699,0.0500,5.000,0,0
1766248823.848543,10.101,7,7,35.713,0.00000,0.013,0.478,59.258,1280.8,0.6426,35.713,0.0500,5.000,0,0
1766248823.909736,15.253,7,7,35.705,0.00000,0.013,0.474,59.258,1281.2,0.6428,35.705,0.0500,5.000,0,0
1766248823.977608,14.900,7,7,35.735,0.00000,0.013,0.475,59.258,1281.7,0.6426,35.735,0.0500,5.000,0,0
1766248824.041423,15.369,7,7,35.714,0.00000,0.013,0.477,59.258,1281.4,0.6424,35.714,0.0500,5.000,0,0
1766248824.107885,15.467,7,7,35.720,0.00000,0.013,0.479,59.258,1281.7,0.6426,35.720,0.0500,5.000,0,0
1766248824.173040,14.928,7,7,35.717,0.00000,0.013,0.473,59.258,1281.4,0.6428,35.717,0.0500,5.000,0,0
