#{"config": {"calib_path_resolved": "/Users/Andreas/Desktop/ptl24_marker/common/calib/calib_c920_1280x720.yaml", "cli_overrides": ["camera", "config", "debug_metrics", "ekf", "ema_alpha", "extrinsics", "fps", "height", "hud", "print_tilt", "rig", "save_poses", "use_weighted_se3", "video", "width"], "config_path": "/Users/Andreas/Desktop/ptl24_marker/phase_b/config.yaml", "extrinsics_path_resolved": "/Users/Andreas/Desktop/ptl24_marker/common/extrinsics/T_WC_c920_1280x720.yaml", "rig_path_resolved": "/Users/Andreas/Desktop/ptl24_marker/phase_b/rigs/cyl_dotec.yaml", "runtime": {"bench": {"print_every": 60}, "fuse": {"axis_len_m": 0.1, "ema_alpha": 0.25, "use_weighted_se3": true}, "health": {"max_tilt_jump_deg": 15.0, "spike_reset_after": 10}, "hud": {"enabled": true}, "logging": {"debug_metrics_csv": "Preliminary_report/runs/720p/debug_metrics_dotec_c920_1280x720.csv", "poses_csv": "Preliminary_report/runs/720p/poses_dotec_c920_1280x720.csv"}, "ransac": {"A_ref_px2": 12000.0, "adaptive": false, "base_rot_deg": 5.0, "base_trans_m": 0.05, "min_inliers": 3, "rot_max_deg": 5.0, "trans_max_m": 0.05}, "video": {"device": "0", "fps": 30.0, "height": 720, "width": 1280}}, "yaml": {"bench": {"print_every": 60}, "fuse": {"axis_len_m": 0.1, "ema_alpha": 0.3, "use_weighted_se3": true}, "health": {"max_tilt_jump_deg": 15}, "hud": {"enabled": true}, "logging": {"debug_metrics_csv": "phase_b/debug_metrics.csv", "poses_csv": "phase_b/poses.csv"}, "ransac": {"A_ref_px2": 12000, "adaptive": false, "base_rot_deg": 5, "base_trans_m": 0.05, "min_inliers": 3, "rot_max_deg": 5, "trans_max_m": 0.05}, "video": {"device": 2, "fps": 30, "height": 1080, "width": 1920}}}, "files": {"camera_calib": {"path": "/Users/Andreas/Desktop/ptl24_marker/common/calib/calib_c920_1280x720.yaml", "sha256": "416ced30fbd86be9fd78c0e9845e0c4d470a9880bebda0eb2a612d21823f5dc3"}, "config": {"path": "/Users/Andreas/Desktop/ptl24_marker/phase_b/config.yaml", "sha256": "9c664548f0c4998345c599764857540af456008cc4bf230d90b575c908eaec28"}, "extrinsics": {"path": "/Users/Andreas/Desktop/ptl24_marker/common/extrinsics/T_WC_c920_1280x720.yaml", "sha256": "d0e4db12a5153c0e7ac3625f5eec478b504b3bfc242bc8f0b4efbd0bfbadb1d7"}, "rig": {"path": "/Users/Andreas/Desktop/ptl24_marker/phase_b/rigs/cyl_dotec.yaml", "sha256": "f0fd590bf211070dbb1b2c6b32f4041175f33703203978255bdee60a8b77b6ef"}}, "git_commit": null, "timestamp": 1766334362.5657961}
timestamp,frame,used_ids,decision_margins,rvec_cam_x,rvec_cam_y,rvec_cam_z,tvec_cam_x,tvec_cam_y,tvec_cam_z,rvec_world_x,rvec_world_y,rvec_world_z,tvec_world_x,tvec_world_y,tvec_world_z,tilt_cam_deg,tilt_world_deg
1766334362.894052,0,102;103;104;105;200;201;202,59.340;69.894;68.289;44.175;68.116;68.848;81.607,0.3141436500417283,-1.3172758116040975,-0.10450350330906256,-1.4097103355877372,0.5118817373824126,0.5607399099013841,-2.005166910282143,-2.1501817175638167,-0.8126847247730686,-0.8087122630104091,1.1167713189355468,2.4690494051474525,77.548,31.332
1766334363.126295,1,102;103;104;105;200;201;202,59.340;69.894;68.289;44.175;68.116;68.848;81.607,0.3141436500417283,-1.3172758116040975,-0.10450350330906256,-1.4097103355877372,0.5118817373824126,0.5607399099013841,-2.005166910282143,-2.1501817175638167,-0.8126847247730686,-0.8087122630104091,1.1167713189355468,2.4690494051474525,77.548,31.332
1766334363.329731,2,102;103;104;105;200;201;202,59.340;69.894;68.289;44.175;68.116;68.848;81.607,0.3141436500417283,-1.3172758116040975,-0.10450350330906256,-1.4097103355877372,0.5118817373824126,0.5607399099013841,-2.005166910282143,-2.1501817175638167,-0.8126847247730686,-0.8087122630104091,1.1167713189355468,2.4690494051474525,77.548,31.332
1766334363.510304,3,102;103;104;105;200;201;202,59.340;69.894;68.289;44.175;68.116;68.848;81.607,0.3141436500417283,-1.3172758116040975,-0.10450350330906256,-1.4097103355877372,0.5118817373824126,0.5607399099013841,-2.005166910282143,-2.1501817175638167,-0.8126847247730686,-0.8087122630104091,1.1167713189355468,2.4690494051474525,77.548,31.332
1766334363.614627,4,102;103;104;105;200;201;202,59.340;69.894;68.289;44.175;68.116;68.848;81.607,0.3141436500417283,-1.3172758116040975,-0.10450350330906256,-1.4097103355877372,0.5118817373824126,0.5607399099013841,-2.005166910282143,-2.1501817175638167,-0.8126847247730686,-0.8087122630104091,1.1167713189355468,2.4690494051474525,77.548,31.332
1766334363.755326,5,102;103;104;105;200;201;202,59.340;69.894;68.289;44.175;68.116;68.848;81.607,0.3141436500417283,-1.3172758116040975,-0.10450350330906256,-1.4097103355877372,0.5118817373824126,0.5607399099013841,-2.005166910282143,-2.1501817175638167,-0.8126847247730686,-0.8087122630104091,1.1167713189355468,2.4690494051474525,77.548,31.332
1766334363.873629,6,102;103;104;105;200;201;202,59.340;69.894;68.289;44.175;68.116;68.848;81.607,0.3141436500417283,-1.3172758116040975,-0.10450350330906256,-1.4097103355877372,0.5118817373824126,0.5607399099013841,-2.005166910282143,-2.1501817175638167,-0.8126847247730686,-0.8087122630104091,1.1167713189355468,2.4690494051474525,77.548,31.332
1766334364.055457,7,102;103;104;105;200;201;202,59.340;69.894;68.289;44.175;68.116;68.848;81.607,0.3141436500417283,-1.3172758116040975,-0.10450350330906256,-1.4097103355877372,0.5118817373824126,0.5607399099013841,-2.005166910282143,-2.1501817175638167,-0.8126847247730686,-0.8087122630104091,1.1167713189355468,2.4690494051474525,77.548,31.332
1766334364.159406,8,102;103;104;105;200;201;202,59.340;69.894;68.289;44.175;68.116;68.848;81.607,0.3141436500417283,-1.3172758116040975,-0.10450350330906256,-1.4097103355877372,0.5118817373824126,0.5607399099013841,-2.005166910282143,-2.1501817175638167,-0.8126847247730686,-0.8087122630104091,1.1167713189355468,2.4690494051474525,77.548,31.332
1766334364.245222,9,102;103;104;105;200;201;202,59.340;69.894;68.289;44.175;68.116;68.848;81.607,0.3141436500417283,-1.3172758116040975,-0.10450350330906256,-1.4097103355877372,0.5118817373824126,0.5607399099013841,-2.005166910282143,-2.1501817175638167,-0.8126847247730686,-0.8087122630104091,1.1167713189355468,2.4690494051474525,77.548,31.332
