#{"config": {"calib_path_resolved": "/Users/Andreas/Desktop/ptl24_marker/common/calib/calib_c920_1280x720.yaml", "cli_overrides": ["camera", "config", "debug_metrics", "extrinsics", "fps", "height", "print_tilt", "rig", "save_poses", "video", "width"], "config_path": "/Users/Andreas/Desktop/ptl24_marker/phase_b/config.yaml", "extrinsics_path_resolved": "/Users/Andreas/Desktop/ptl24_marker/common/extrinsics/T_WC_c920_1280x720.yaml", "rig_path_resolved": "/Users/Andreas/Desktop/ptl24_marker/phase_b/rigs/cyl_dotec.yaml", "runtime": {"bench": {"print_every": 60}, "fuse": {"axis_len_m": 0.1, "ema_alpha": 0.3, "use_weighted_se3": true}, "health": {"max_tilt_jump_deg": 15.0, "spike_reset_after": 10}, "hud": {"enabled": false}, "logging": {"debug_metrics_csv": "Preliminary_report/runs/720p/base_debug.csv", "poses_csv": "Preliminary_report/runs/720p/base_poses.csv"}, "ransac": {"A_ref_px2": 12000.0, "adaptive": false, "base_rot_deg": 5.0, "base_trans_m": 0.05, "min_inliers": 3, "rot_max_deg": 5.0, "trans_max_m": 0.05}, "video": {"device": "0", "fps": 30.0, "height": 720, "width": 1280}}, "yaml": {"bench": {"print_every": 60}, "fuse": {"axis_len_m": 0.1, "ema_alpha": 0.3, "use_weighted_se3": true}, "health": {"max_tilt_jump_deg": 15}, "hud": {"enabled": true}, "logging": {"debug_metrics_csv": "phase_b/debug_metrics.csv", "poses_csv": "phase_b/poses.csv"}, "ransac": {"A_ref_px2": 12000, "adaptive": false, "base_rot_deg": 5, "base_trans_m": 0.05, "min_inliers": 3, "rot_max_deg": 5, "trans_max_m": 0.05}, "video": {"device": 2, "fps": 30, "height": 1080, "width": 1920}}}, "files": {"camera_calib": {"path": "/Users/Andreas/Desktop/ptl24_marker/common/calib/calib_c920_1280x720.yaml", "sha256": "416ced30fbd86be9fd78c0e9845e0c4d470a9880bebda0eb2a612d21823f5dc3"}, "config": {"path": "/Users/Andreas/Desktop/ptl24_marker/phase_b/config.yaml", "sha256": "9c664548f0c4998345c599764857540af456008cc4bf230d90b575c908eaec28"}, "extrinsics": {"path": "/Users/Andreas/Desktop/ptl24_marker/common/extrinsics/T_WC_c920_1280x720.yaml", "sha256": "d0e4db12a5153c0e7ac3625f5eec478b504b3bfc242bc8f0b4efbd0bfbadb1d7"}, "rig": {"path": "/Users/Andreas/Desktop/ptl24_marker/phase_b/rigs/cyl_dotec.yaml", "sha256": "f0fd590bf211070dbb1b2c6b32f4041175f33703203978255bdee60a8b77b6ef"}}, "git_commit": null, "timestamp": 1766337307.226397}
t,fps,n_visible,n_inliers,mean_reproj,ransac_score,weight_min,weight_max,tilt_deg,mean_tag_area_px2,mean_view_cos,mean_reproj_px,ransac_trans_eff,ransac_rot_eff,n_unknown_ids,n_mirror_discards,spike_delta_trans_m,spike_delta_rot_deg,spike_trans_thresh_m,spike_rot_thresh_deg,spike_ref_age_frames,spike_ref_frame_idx,t_read_ms,t_gray_ms,t_detect_ms,t_reproj_ms,t_ransac_ms,t_fuse_ms,t_ekf_ms,t_hud_ms,t_log_ms,t_total_ms
1766337310.589114,30.517,7,7,22.588,0.00000,0.042,0.375,24.118,582.2,0.6408,22.588,0.0500,5.000,0,0,,,,,,,2.642,0.113,29.314,0.495,1.348,0.462,0.000,0.000,0.163,34.867
1766337310.621629,30.445,7,7,22.579,0.00000,0.042,0.375,21.303,582.3,0.6412,22.579,0.0500,5.000,0,0,,,,,,,0.563,0.206,29.156,0.479,1.341,0.449,0.000,0.000,0.101,32.458
1766337310.653880,30.256,6,6,22.494,0.00000,0.046,0.408,20.999,609.9,0.6647,22.494,0.0500,5.000,0,0,,,,,,,1.054,0.146,28.613,0.430,1.216,0.428,0.000,0.000,0.053,32.148
1766337310.686467,29.734,6,6,22.498,0.00000,0.046,0.407,20.744,609.9,0.6641,22.498,0.0500,5.000,0,0,,,,,,,2.496,0.127,27.706,0.422,1.172,0.423,0.000,0.000,0.052,32.547
1766337310.719044,31.363,6,6,22.506,0.00000,0.046,0.408,20.526,610.1,0.6650,22.506,0.0500,5.000,0,0,,,,,,,1.795,0.262,28.223,0.446,1.175,0.425,0.000,0.000,0.058,32.538
1766337310.752718,29.451,6,6,22.496,0.00000,0.046,0.406,20.386,609.7,0.6646,22.496,0.0500,5.000,0,0,,,,,,,3.171,0.136,28.054,0.481,1.170,0.417,0.000,0.000,0.052,33.633
1766337310.786360,31.011,6,6,22.501,0.00000,0.046,0.408,20.311,610.1,0.6642,22.501,0.0500,5.000,0,0,,,,,,,1.744,0.221,29.297,0.512,1.196,0.421,0.000,0.000,0.056,33.601
1766337310.817429,29.839,7,7,22.585,0.00000,0.042,0.374,18.537,582.5,0.6406,22.585,0.0500,5.000,0,0,,,,,,,1.615,0.263,26.556,0.508,1.340,0.447,0.000,0.000,0.054,31.029
1766337310.851326,30.021,7,7,22.588,0.00000,0.042,0.375,17.323,582.1,0.6408,22.588,0.0500,5.000,0,0,,,,,,,3.854,0.135,27.359,0.484,1.323,0.494,0.000,0.000,0.052,33.854
1766337310.883067,29.835,6,6,22.521,0.00000,0.046,0.408,18.082,610.2,0.6643,22.521,0.0500,5.000,0,0,,,,,,,3.475,0.147,25.718,0.500,1.171,0.423,0.000,0.000,0.053,31.702
1766337310.919002,30.413,7,7,22.584,0.00000,0.042,0.375,16.964,582.5,0.6411,22.584,0.0500,5.000,0,0,,,,,,,4.600,0.136,28.538,0.541,1.345,0.450,0.000,0.000,0.054,35.878
1766337310.951355,30.720,6,6,22.505,0.00000,0.046,0.408,17.711,610.1,0.6648,22.505,0.0500,5.000,0,0,,,,,,,1.231,0.283,28.463,0.435,1.179,0.424,0.000,0.000,0.055,32.310
1766337310.983157,30.694,6,6,22.501,0.00000,0.046,0.407,18.395,609.9,0.6643,22.501,0.0500,5.000,0,0,,,,,,,1.451,0.127,27.877,0.429,1.178,0.414,0.000,0.000,0.061,31.752
1766337311.022367,29.157,6,6,22.505,0.00000,0.046,0.408,18.827,609.6,0.6642,22.505,0.0500,5.000,0,0,,,,,,,3.957,0.117,32.604,0.457,1.192,0.543,0.000,0.000,0.124,39.170
1766337311.085323,15.341,6,6,22.488,0.00000,0.046,0.407,19.139,609.5,0.6648,22.488,0.0500,5.000,0,0,,,,,,,29.900,0.122,30.570,0.455,1.182,0.441,0.000,0.000,0.056,62.887
1766337311.153673,15.116,6,6,22.497,0.00000,0.046,0.407,19.409,609.9,0.6646,22.497,0.0500,5.000,0,0,,,,,,,33.126,0.228,32.700,0.447,1.173,0.421,0.000,0.000,0.057,68.309
1766337311.279695,7.562,7,7,22.583,0.00000,0.042,0.376,17.966,582.1,0.6410,22.583,0.0500,5.000,0,0,,,,,,,97.023,0.176,26.206,0.488,1.331,0.488,0.000,0.000,0.058,125.985
1766337311.312047,30.839,7,7,22.585,0.00000,0.042,0.374,16.918,582.1,0.6408,22.585,0.0500,5.000,0,0,,,,,,,3.423,0.114,26.278,0.489,1.327,0.460,0.000,0.000,0.059,32.310
1766337311.342152,31.483,6,6,22.482,0.00000,0.046,0.406,17.747,609.7,0.6645,22.482,0.0500,5.000,0,0,,,,,,,2.834,0.226,24.663,0.453,1.186,0.423,0.000,0.000,0.054,30.064
1766337311.378281,28.774,7,7,22.586,0.00000,0.042,0.375,16.768,582.0,0.6402,22.586,0.0500,5.000,0,0,,,,,,,7.482,0.118,25.926,0.507,1.331,0.446,0.000,0.000,0.059,36.087
1766337311.411196,30.592,6,6,22.483,0.00000,0.046,0.408,17.564,609.3,0.6647,22.483,0.0500,5.000,0,0,,,,,,,4.040,0.222,26.321,0.437,1.162,0.416,0.000,0.000,0.059,32.872
1766337311.444782,30.276,6,6,22.480,0.00000,0.046,0.407,18.159,609.4,0.6653,22.480,0.0500,5.000,0,0,,,,,,,4.155,0.122,26.996,0.426,1.223,0.419,0.000,0.000,0.052,33.542
1766337311.478746,30.719,7,7,22.573,0.00000,0.042,0.375,17.030,582.2,0.6408,22.573,0.0500,5.000,0,0,,,,,,,3.127,0.234,27.990,0.490,1.371,0.452,0.000,0.000,0.053,33.926
1766337311.509307,30.128,6,6,22.498,0.00000,0.046,0.408,17.853,609.7,0.6640,22.498,0.0500,5.000,0,0,,,,,,,2.351,0.121,25.695,0.455,1.197,0.424,0.000,0.000,0.056,30.519
1766337311.543464,30.803,7,7,22.575,0.00000,0.042,0.375,16.818,582.1,0.6408,22.575,0.0500,5.000,0,0,,,,,,,4.254,0.205,27.132,0.490,1.316,0.442,0.000,0.000,0.068,34.116
1766337311.574345,29.828,6,6,22.494,0.00000,0.046,0.407,17.658,609.9,0.6649,22.494,0.0500,5.000,0,0,,,,,,,3.624,0.114,24.593,0.558,1.266,0.433,0.000,0.000,0.045,30.840
1766337311.608735,30.922,7,7,22.590,0.00000,0.042,0.375,16.639,582.7,0.6411,22.590,0.0500,5.000,0,0,,,,,,,5.078,0.110,26.617,0.492,1.335,0.447,0.000,0.000,0.049,34.345
1766337311.642709,30.391,7,7,22.589,0.00000,0.042,0.375,15.991,582.1,0.6404,22.589,0.0500,5.000,0,0,,,,,,,3.596,0.202,27.668,0.486,1.327,0.442,0.000,0.000,0.057,33.932
1766337311.674407,30.939,7,7,22.576,0.00000,0.042,0.374,15.488,582.3,0.6404,22.576,0.0500,5.000,0,0,,,,,,,1.945,0.127,26.951,0.645,1.333,0.445,0.000,0.000,0.051,31.658
1766337311.707600,30.344,7,7,22.575,0.00000,0.042,0.373,15.130,582.1,0.6413,22.575,0.0500,5.000,0,0,,,,,,,3.202,0.211,26.852,0.560,1.620,0.494,0.000,0.000,0.050,33.151
1766337311.741434,30.229,6,6,22.482,0.00000,0.046,0.407,16.365,609.7,0.6641,22.482,0.0500,5.000,0,0,,,,,,,3.089,0.126,28.110,0.557,1.202,0.433,0.000,0.000,0.052,33.793
1766337311.777425,30.215,6,6,22.488,0.00000,0.046,0.407,17.306,609.8,0.6649,22.488,0.0500,5.000,0,0,,,,,,,2.351,0.281,30.962,0.482,1.206,0.449,0.000,0.000,0.053,35.948
1766337311.839566,15.166,7,7,22.590,0.00000,0.042,0.375,16.426,582.5,0.6408,22.590,0.0500,5.000,0,0,,,,,,,32.185,0.120,26.962,0.504,1.469,0.472,0.000,0.000,0.055,61.986
1766337311.871714,30.382,6,6,22.490,0.00000,0.046,0.408,17.374,610.2,0.6645,22.490,0.0500,5.000,0,0,,,,,,,3.065,0.150,25.991,0.492,1.513,0.574,0.000,0.000,0.053,32.099
1766337311.906051,29.923,6,6,22.488,0.00000,0.046,0.409,18.084,610.0,0.6650,22.488,0.0500,5.000,0,0,,,,,,,4.276,0.115,27.181,0.461,1.289,0.675,0.000,0.000,0.064,34.228
1766337311.941208,30.026,7,7,22.599,0.00000,0.042,0.376,16.946,582.9,0.6408,22.599,0.0500,5.000,0,0,,,,,,,3.296,0.109,28.704,0.547,1.665,0.496,0.000,0.000,0.059,35.101
1766337311.973967,30.667,7,7,22.581,0.00000,0.042,0.373,16.194,582.5,0.6406,22.581,0.0500,5.000,0,0,,,,,,,0.760,0.144,29.108,0.515,1.486,0.468,0.000,0.000,0.070,32.717
1766337312.006088,30.350,7,7,22.583,0.00000,0.042,0.374,15.652,582.7,0.6407,22.583,0.0500,5.000,0,0,,,,,,,0.949,0.111,28.255,0.496,1.435,0.594,0.000,0.000,0.057,32.078
1766337312.036456,30.494,6,6,22.491,0.00000,0.046,0.407,16.757,610.2,0.6653,22.491,0.0500,5.000,0,0,,,,,,,1.621,0.213,26.209,0.433,1.167,0.423,0.000,0.000,0.051,30.325
1766337312.070024,29.953,6,6,22.479,0.00000,0.045,0.406,17.594,609.8,0.6648,22.479,0.0500,5.000,0,0,,,,,,,4.642,0.123,26.495,0.449,1.188,0.421,0.000,0.000,0.054,33.528
1766337312.103655,30.476,6,6,22.503,0.00000,0.046,0.407,18.297,609.9,0.6654,22.503,0.0500,5.000,0,0,,,,,,,3.887,0.252,27.242,0.417,1.172,0.417,0.000,0.000,0.052,33.592
1766337312.135405,30.305,6,6,22.489,0.00000,0.046,0.406,18.779,609.2,0.6646,22.489,0.0500,5.000,0,0,,,,,,,3.254,0.123,26.086,0.442,1.173,0.426,0.000,0.000,0.052,31.711
1766337312.216791,30.103,7,7,22.584,0.00000,0.042,0.373,17.420,582.4,0.6412,22.584,0.0500,5.000,0,0,,,,,,,4.723,0.195,73.901,0.509,1.320,0.441,0.000,0.000,0.045,81.348
1766337312.267148,10.168,6,6,22.513,0.00000,0.046,0.408,18.140,610.3,0.6645,22.513,0.0500,5.000,0,0,,,,,,,21.679,0.138,26.150,0.465,1.182,0.423,0.000,0.000,0.063,50.316
1766337312.300609,30.161,6,6,22.500,0.00000,0.046,0.406,18.615,609.9,0.6649,22.500,0.0500,5.000,0,0,,,,,,,4.477,0.216,26.058,0.475,1.166,0.424,0.000,0.000,0.449,33.418
1766337312.339140,29.758,7,7,22.576,0.00000,0.042,0.374,17.352,582.5,0.6415,22.576,0.0500,5.000,0,0,,,,,,,4.622,0.115,30.829,0.548,1.350,0.562,0.000,0.000,0.050,38.490
1766337312.400432,15.314,6,6,22.507,0.00000,0.046,0.408,18.101,610.0,0.6646,22.507,0.0500,5.000,0,0,,,,,,,31.195,0.092,27.442,0.437,1.194,0.425,0.000,0.000,0.057,61.059
1766337312.436656,29.614,6,6,22.501,0.00000,0.046,0.407,18.582,610.0,0.6644,22.501,0.0500,5.000,0,0,,,,,,,3.856,0.156,29.851,0.473,1.199,0.431,0.000,0.000,0.049,36.174
1766337312.501323,14.963,6,6,22.500,0.00000,0.045,0.407,18.972,610.0,0.6641,22.500,0.0500,5.000,0,0,,,,,,,34.464,0.308,27.541,0.469,1.193,0.424,0.000,0.000,0.061,64.621
1766337312.535516,30.446,7,7,22.589,0.00000,0.042,0.375,17.575,582.2,0.6404,22.589,0.0500,5.000,0,0,,,,,,,2.646,0.131,28.851,0.470,1.341,0.447,0.000,0.000,0.052,34.149
1766337312.568795,30.680,7,7,22.587,0.00000,0.043,0.374,16.626,582.5,0.6410,22.587,0.0500,5.000,0,0,,,,,,,1.043,0.299,29.354,0.505,1.350,0.451,0.000,0.000,0.059,33.231
1766337312.601742,30.241,7,7,22.587,0.00000,0.042,0.375,15.961,582.2,0.6404,22.587,0.0500,5.000,0,0,,,,,,,0.833,0.130,29.480,0.483,1.319,0.450,0.000,0.000,0.051,32.897
1766337312.632870,30.698,6,6,22.504,0.00000,0.046,0.406,16.961,610.0,0.6657,22.504,0.0500,5.000,0,0,,,,,,,0.463,0.130,28.212,0.434,1.172,0.412,0.000,0.000,0.052,31.083
1766337312.665678,29.641,6,6,22.506,0.00000,0.046,0.409,17.778,609.9,0.6646,22.506,0.0500,5.000,0,0,,,,,,,3.070,0.113,27.359,0.434,1.165,0.419,0.000,0.000,0.050,32.761
1766337312.699482,30.193,6,6,22.472,0.00000,0.046,0.407,18.328,609.3,0.6644,22.472,0.0500,5.000,0,0,,,,,,,3.386,0.265,27.792,0.480,1.192,0.427,0.000,0.000,0.055,33.759
1766337312.734063,31.882,7,7,22.592,0.00000,0.042,0.374,17.166,582.1,0.6402,22.592,0.0500,5.000,0,0,,,,,,,0.890,0.119,30.868,0.532,1.338,0.445,0.000,0.000,0.061,34.479
1766337312.767801,28.907,7,7,22.585,0.00000,0.042,0.374,16.298,582.1,0.6404,22.585,0.0500,5.000,0,0,,,,,,,0.951,0.186,30.032,0.490,1.359,0.458,0.000,0.000,0.052,33.685
1766337312.831741,15.066,6,6,22.508,0.00000,0.046,0.408,17.326,609.9,0.6641,22.508,0.0500,5.000,0,0,,,,,,,33.594,0.152,27.826,0.442,1.192,0.425,0.000,0.000,0.056,63.896
1766337312.864745,30.892,6,6,22.509,0.00000,0.046,0.408,18.040,610.2,0.6644,22.509,0.0500,5.000,0,0,,,,,,,2.005,0.120,28.568,0.448,1.166,0.418,0.000,0.000,0.051,32.938
1766337312.895255,31.011,6,6,22.508,0.00000,0.046,0.407,18.586,609.9,0.6647,22.508,0.0500,5.000,0,0,,,,,,,1.271,0.262,26.713,0.437,1.173,0.416,0.000,0.000,0.047,30.469
1766337312.927920,30.679,6,6,22.493,0.00000,0.046,0.406,18.936,609.8,0.6644,22.493,0.0500,5.000,0,0,,,,,,,3.357,0.124,26.810,0.472,1.206,0.426,0.000,0.000,0.071,32.623
1766337312.962198,29.312,6,6,22.504,0.00000,0.046,0.408,19.258,610.4,0.6649,22.504,0.0500,5.000,0,0,,,,,,,4.809,0.305,26.876,0.439,1.179,0.418,0.000,0.000,0.055,34.238
1766337312.995636,29.636,6,6,22.492,0.00000,0.045,0.406,19.436,609.9,0.6649,22.492,0.0500,5.000,0,0,,,,,,,4.274,0.128,26.735,0.452,1.181,0.420,0.000,0.000,0.056,33.397
1766337313.031169,30.897,6,6,22.506,0.00000,0.046,0.408,19.635,610.0,0.6640,22.506,0.0500,5.000,0,0,,,,,,,3.203,0.245,29.800,0.441,1.171,0.422,0.000,0.000,0.052,35.493
1766337313.099720,15.047,6,6,22.502,0.00000,0.046,0.407,19.760,609.7,0.6639,22.502,0.0500,5.000,0,0,,,,,,,34.128,0.129,31.869,0.526,1.206,0.431,0.000,0.000,0.058,68.512
1766337313.164705,15.209,6,6,22.504,0.00000,0.046,0.407,19.848,609.6,0.6642,22.504,0.0500,5.000,0,0,,,,,,,31.326,0.158,31.201,0.459,1.167,0.423,0.000,0.000,0.053,64.944
1766337313.235113,15.299,7,7,22.580,0.00000,0.042,0.375,18.227,582.3,0.6410,22.580,0.0500,5.000,0,0,,,,,,,31.706,0.113,36.008,0.485,1.326,0.444,0.000,0.000,0.060,70.369
1766337313.358585,7.529,7,7,22.568,0.00000,0.042,0.377,17.089,582.1,0.6408,22.568,0.0500,5.000,0,0,,,,,,,94.118,0.221,26.573,0.505,1.336,0.466,0.000,0.000,0.057,123.431
1766337313.389609,30.385,6,6,22.473,0.00000,0.046,0.407,17.816,609.2,0.6648,22.473,0.0500,5.000,0,0,,,,,,,3.559,0.138,24.806,0.442,1.317,0.459,0.000,0.000,0.051,30.984
1766337313.421250,30.295,6,6,22.494,0.00000,0.046,0.407,18.397,609.8,0.6643,22.494,0.0500,5.000,0,0,,,,,,,5.542,0.123,23.642,0.445,1.198,0.442,0.000,0.000,0.052,31.600
1766337313.454926,29.797,6,6,22.494,0.00000,0.046,0.406,18.822,609.7,0.6648,22.494,0.0500,5.000,0,0,,,,,,,7.465,0.344,23.568,0.441,1.178,0.420,0.000,0.000,0.066,33.636
1766337313.491242,30.475,7,7,22.576,0.00000,0.042,0.374,17.517,581.9,0.6411,22.576,0.0500,5.000,0,0,,,,,,,6.581,0.139,27.024,0.479,1.324,0.442,0.000,0.000,0.054,36.254
1766337313.524639,30.674,7,7,22.581,0.00000,0.042,0.373,16.657,582.3,0.6411,22.581,0.0500,5.000,0,0,,,,,,,2.885,0.114,27.824,0.488,1.374,0.450,0.000,0.000,0.067,33.356
1766337313.556120,30.466,6,6,22.476,0.00000,0.046,0.408,17.521,609.3,0.6645,22.476,0.0500,5.000,0,0,,,,,,,2.311,0.260,26.330,0.478,1.359,0.440,0.000,0.000,0.054,31.441
1766337313.588666,29.954,6,6,22.492,0.00000,0.046,0.408,18.181,609.8,0.6640,22.492,0.0500,5.000,0,0,,,,,,,4.185,0.250,25.799,0.428,1.177,0.423,0.000,0.000,0.057,32.476
1766337313.624113,30.609,6,6,22.485,0.00000,0.046,0.407,18.644,609.5,0.6646,22.485,0.0500,5.000,0,0,,,,,,,4.338,0.129,28.584,0.495,1.217,0.426,0.000,0.000,0.056,35.406
1766337313.656063,30.490,6,6,22.490,0.00000,0.045,0.408,19.019,609.8,0.6649,22.490,0.0500,5.000,0,0,,,,,,,1.688,0.259,27.472,0.461,1.329,0.498,0.000,0.000,0.051,31.908
1766337313.687408,29.594,6,6,22.497,0.00000,0.046,0.407,19.280,609.8,0.6652,22.497,0.0500,5.000,0,0,,,,,,,3.531,0.116,25.385,0.450,1.196,0.418,0.000,0.000,0.054,31.307
1766337313.719559,30.815,6,6,22.494,0.00000,0.046,0.406,19.512,609.7,0.6647,22.494,0.0500,5.000,0,0,,,,,,,4.637,0.127,25.078,0.442,1.177,0.444,0.000,0.000,0.052,32.111
1766337313.753965,29.956,6,6,22.484,0.00000,0.046,0.407,19.605,609.6,0.6650,22.484,0.0500,5.000,0,0,,,,,,,5.869,0.260,25.956,0.467,1.181,0.418,0.000,0.000,0.056,34.366
1766337313.789059,30.653,7,7,22.565,0.00000,0.042,0.374,18.108,582.0,0.6408,22.565,0.0500,5.000,0,0,,,,,,,4.085,0.122,28.165,0.481,1.420,0.517,0.000,0.000,0.054,35.054
1766337313.822200,30.293,7,7,22.573,0.00000,0.042,0.376,16.953,582.4,0.6412,22.573,0.0500,5.000,0,0,,,,,,,2.000,0.288,28.153,0.479,1.358,0.549,0.000,0.000,0.087,33.099
1766337313.852562,30.351,6,6,22.497,0.00000,0.046,0.408,17.751,609.9,0.6642,22.497,0.0500,5.000,0,0,,,,,,,1.786,0.120,26.091,0.429,1.190,0.421,0.000,0.000,0.054,30.300
1766337313.885406,30.182,6,6,22.503,0.00000,0.046,0.407,18.330,610.2,0.6645,22.503,0.0500,5.000,0,0,,,,,,,4.567,0.106,25.867,0.443,1.180,0.416,0.000,0.000,0.058,32.790
1766337313.921523,30.214,6,6,22.495,0.00000,0.046,0.406,18.797,609.7,0.6644,22.495,0.0500,5.000,0,0,,,,,,,4.833,0.207,28.712,0.463,1.197,0.430,0.000,0.000,0.075,36.076
1766337313.985390,15.515,6,6,22.492,0.00000,0.046,0.406,19.129,610.2,0.6646,22.492,0.0500,5.000,0,0,,,,,,,33.134,0.181,28.181,0.454,1.187,0.428,0.000,0.000,0.059,63.790
1766337314.023784,29.093,7,7,22.568,0.00000,0.042,0.375,17.738,582.1,0.6410,22.568,0.0500,5.000,0,0,,,,,,,3.676,0.345,31.556,0.473,1.582,0.458,0.000,0.000,0.051,38.354
1766337314.086215,15.072,7,7,22.589,0.00000,0.042,0.374,16.696,582.5,0.6409,22.589,0.0500,5.000,0,0,,,,,,,31.632,0.159,28.120,0.498,1.325,0.443,0.000,0.000,0.055,62.391
1766337314.117399,30.868,6,6,22.483,0.00000,0.046,0.407,17.561,609.7,0.6651,22.483,0.0500,5.000,0,0,,,,,,,1.594,0.233,26.954,0.492,1.176,0.420,0.000,0.000,0.056,31.141
1766337314.150135,29.431,6,6,22.491,0.00000,0.046,0.407,18.258,609.8,0.6649,22.491,0.0500,5.000,0,0,,,,,,,4.389,0.140,25.915,0.457,1.167,0.414,0.000,0.000,0.055,32.694
1766337314.184808,30.525,7,7,22.591,0.00000,0.042,0.375,17.120,582.6,0.6403,22.591,0.0500,5.000,0,0,,,,,,,4.410,0.109,27.541,0.483,1.378,0.442,0.000,0.000,0.052,34.631
1766337314.217988,30.432,7,7,22.582,0.00000,0.042,0.375,16.296,582.3,0.6409,22.582,0.0500,5.000,0,0,,,,,,,2.601,0.148,27.920,0.472,1.354,0.446,0.000,0.000,0.048,33.139
1766337314.249102,30.755,6,6,22.497,0.00000,0.046,0.407,17.255,610.1,0.6648,22.497,0.0500,5.000,0,0,,,,,,,1.938,0.275,26.559,0.448,1.176,0.415,0.000,0.000,0.053,31.076
1766337314.283817,29.658,6,6,22.498,0.00000,0.046,0.407,17.917,610.0,0.6648,22.498,0.0500,5.000,0,0,,,,,,,4.538,0.125,27.694,0.511,1.183,0.422,0.000,0.000,0.052,34.673
1766337314.321056,31.269,7,7,22.597,0.00000,0.042,0.375,16.832,582.4,0.6403,22.597,0.0500,5.000,0,0,,,,,,,1.808,0.270,32.233,0.564,1.506,0.513,0.000,0.000,0.064,37.199
1766337314.381811,14.866,6,6,22.502,0.00000,0.045,0.408,17.687,610.4,0.6646,22.502,0.0500,5.000,0,0,,,,,,,31.830,0.121,26.400,0.449,1.174,0.468,0.000,0.000,0.054,60.708
1766337314.415733,30.571,6,6,22.499,0.00000,0.046,0.407,18.305,609.9,0.6647,22.499,0.0500,5.000,0,0,,,,,,,3.789,0.280,27.566,0.441,1.169,0.418,0.000,0.000,0.063,33.882
1766337314.449579,30.295,7,7,22.581,0.00000,0.042,0.374,17.089,582.1,0.6410,22.581,0.0500,5.000,0,0,,,,,,,2.879,0.226,28.113,0.494,1.371,0.445,0.000,0.000,0.057,33.806
1766337314.483544,31.086,7,7,22.582,0.00000,0.042,0.375,16.272,582.0,0.6406,22.582,0.0500,5.000,0,0,,,,,,,1.194,0.138,30.122,0.483,1.330,0.441,0.000,0.000,0.050,33.918
1766337314.517397,30.084,7,7,22.588,0.00000,0.042,0.375,15.638,582.8,0.6410,22.588,0.0500,5.000,0,0,,,,,,,0.476,0.123,30.727,0.489,1.336,0.459,0.000,0.000,0.050,33.813
1766337314.582464,14.991,7,7,22.574,0.00000,0.042,0.374,15.175,582.2,0.6410,22.574,0.0500,5.000,0,0,,,,,,,33.327,0.149,29.028,0.494,1.346,0.458,0.000,0.000,0.061,65.029
1766337314.615375,30.575,7,7,22.579,0.00000,0.042,0.374,14.822,582.5,0.6413,22.579,0.0500,5.000,0,0,,,,,,,0.962,0.230,29.201,0.467,1.325,0.472,0.000,0.000,0.050,32.866
1766337314.679518,15.137,6,6,22.483,0.00000,0.046,0.405,16.109,609.5,0.6648,22.483,0.0500,5.000,0,0,,,,,,,34.114,0.124,27.535,0.449,1.171,0.418,0.000,0.000,0.059,64.106
1766337314.711989,30.327,6,6,22.503,0.00000,0.045,0.408,17.084,609.9,0.6646,22.503,0.0500,5.000,0,0,,,,,,,2.951,0.268,26.936,0.448,1.189,0.428,0.000,0.000,0.054,32.430
1766337314.745580,31.624,7,7,22.575,0.00000,0.042,0.375,16.287,582.0,0.6408,22.575,0.0500,5.000,0,0,,,,,,,2.103,0.236,28.668,0.500,1.330,0.444,0.000,0.000,0.055,33.552
1766337314.777428,29.868,6,6,22.511,0.00000,0.045,0.407,17.286,609.7,0.6646,22.511,0.0500,5.000,0,0,,,,,,,1.988,0.113,27.399,0.442,1.177,0.417,0.000,0.000,0.058,31.803
1766337314.812715,29.576,6,6,22.502,0.00000,0.046,0.408,18.008,610.2,0.6643,22.502,0.0500,5.000,0,0,,,,,,,3.955,0.277,28.709,0.462,1.198,0.435,0.000,0.000,0.052,35.246
1766337314.876175,15.317,6,6,22.508,0.00000,0.046,0.408,18.628,610.1,0.6647,22.508,0.0500,5.000,0,0,,,,,,,33.932,0.117,27.108,0.446,1.168,0.416,0.000,0.000,0.055,63.396
1766337314.912935,29.640,7,7,22.573,0.00000,0.042,0.374,17.351,582.1,0.6411,22.573,0.0500,5.000,0,0,,,,,,,4.235,0.148,29.770,0.485,1.351,0.458,0.000,0.000,0.065,36.720
1766337314.974184,15.313,6,6,22.505,0.00000,0.046,0.409,18.087,610.2,0.6645,22.505,0.0500,5.000,0,0,,,,,,,32.779,0.117,25.969,0.455,1.202,0.421,0.000,0.000,0.055,61.208
1766337315.007834,29.221,6,6,22.492,0.00000,0.046,0.406,18.554,609.9,0.6643,22.492,0.0500,5.000,0,0,,,,,,,5.753,0.109,25.316,0.634,1.174,0.417,0.000,0.000,0.049,33.609
1766337315.041340,31.988,7,7,22.605,0.00000,0.042,0.376,17.316,582.7,0.6409,22.605,0.0500,5.000,0,0,,,,,,,3.366,0.132,27.343,0.615,1.316,0.440,0.000,0.000,0.051,33.467
1766337315.077723,29.657,7,7,22.581,0.00000,0.042,0.374,16.398,582.0,0.6413,22.581,0.0500,5.000,0,0,,,,,,,3.579,0.117,30.144,0.488,1.352,0.455,0.000,0.000,0.054,36.344
1766337315.146465,15.044,7,7,22.585,0.00000,0.042,0.375,15.793,582.3,0.6402,22.585,0.0500,5.000,0,0,,,,,,,33.664,0.125,32.459,0.489,1.316,0.444,0.000,0.000,0.049,68.704
